,name,ranked,fw,fd,mw,md
25230,메니골드,5.0,,"1,732,000USD ",,"53,849USD "
25231,페더럴아이,6.0,,"172,705,000JPY ",,"510,000JPY "
25232,베스트마루,7.0,,"3,000USD ","167,687,000원",0
25233,빅토리카,8.0,,"1,779,012USD ","508,055,000원", 
25234,퍼스트드림,9.0,,"915,075USD ",,"168,089USD "
25235,컴플리트룰러,10.0,,"51,475USD ",,"21,540USD "
25236,리멤버웬,11.0,,"1,570,380USD ",,0
25237,특권,12.0,,"1,779,012USD ",,"90,176USD "
25238,더트서퍼,1.0,,"3,307,278USD ",,"221,283USD "
25239,별나라질주,2.0,,"526,250USD ",,"44,770USD "
25240,문학파이어,3.0,,"385,807USD ",,0
25241,두손멍군,4.0,,"134,035USD ",,"2,460USD "
25242,제이에스군황,5.0,,"623,000USD ",,"99,631USD "
25243,선더타임,6.0,,"734,254USD ",,"8,290USD "
25244,청춘비바,7.0,,"1,104,040USD ",, 
25245,피노시스터,8.0,,"2,612,516USD ",,0
25246,문학스트롱,9.0,,"529,566USD ",,"118,360USD "
25247,문학태핏,10.0,,"143,833USD ",,"38,280USD "
25248,파노라마선,11.0,,"148,815USD ",, 
25249,팰리스퀸,12.0,,"1,586,550USD ",,0
25250,모스트스피드,1.0,,"172,705,000JPY ","105,693,000원", 
25251,베스트타임,2.0,,"377,241USD ",,0USD 
25252,글로벌선,3.0,,"1,810,805USD ",0원, 
25253,포에버원,4.0,,"612,935USD ","23,400,000원", 
25254,그린와트,5.0,,"1,243,500USD ",,0
25255,강서프린세스,6.0,,"794,855USD ",,0
25256,광마힐,7.0,,"396,254USD ",0원, 
25257,최고캠프,8.0,,"493,755USD ","82,258,000원", 
25258,와와여장부,9.0,,"315,015USD ",,0
25259,원앤온리,10.0,,"1,810,805USD ",,"11,100USD "
25260,울트라시대,11.0,,"1,103,496USD ",,"1,140USD "
25261,흥바라기,3.0,,"583,280USD ","41,800,000원", 
25262,최강게임,4.0,,"905,434USD ",,"164,706USD "
25263,치프인디,6.0,,"1,103,496USD ",,"123,939CAD "
25264,스테디챔피언,7.0,,"254,672USD ","108,260,000원", 
25265,볼트맨,1.0,,"1,380,200USD ",,"16,249USD "
25266,글로벌삭스,2.0,,"742,640USD ",, 
25267,흥록대부,3.0,,"301,500USD ",, 
25268,로열엘비스,4.0,,"1,606,000USD ",,"41,637USD "
25269,원더풀인디언,5.0,,"1,182,992USD ",,720USD 
25270,장산미사일,6.0,,"3,924,648USD ",,"32,065USD "
25271,센스쟁이,7.0,,"742,640USD ",,"10,490USD "
25272,문학드림,8.0,,"794,855USD ",,"137,513USD "
25273,에모리삭스,10.0,,"405,730USD ",,612USD 
25274,케이엔에이스,11.0,,"811,400USD ",,0
25275,황금럭키,12.0,,"1,031,596USD ",,"27,791USD "
25276,파이널스타,1.0,,"4,383,200USD ",,0
25277,아이스펀치,2.0,,"1,810,805USD ",,0
25278,큐피드미션,3.0,,"1,284,949USD ",,"92,583USD "
25279,클린업샤인,4.0,,"152,440USD ",,"121,880USD "
25280,마크스토리,5.0,,"459,300USD ",,"227,350USD "
25281,정조의꿈,7.0,,"114,300USD ",,880USD 
25282,대박행진,8.0,,"439,250USD ",,"143,791USD "
25283,마이호크,9.0,,"491,312USD ","116,080,000원", 
25284,대디글로리,10.0,,"1,334,300USD ",,"5,939USD "
25285,매치퀸,12.0,,"1,083,533USD ",,"82,046USD "
25286,두손판타스틱,1.0,,"664,982USD ",,"9,050USD "
25287,컴플리트럭키,2.0,,"1,732,000USD ",,"117,800USD "
25288,라온더대쉬,3.0,,"339,984USD ","110,852,000원", 
25289,아치메모리,4.0,,"832,744USD ","15,449,000원",0
25290,적토성산,5.0,,"1,779,012USD ",,372USD 
25291,스마트별,6.0,"2,426,805,000원", ,"60,694,000원", 
25292,허밍버드,7.0,,"1,037,810USD ",,"82,046USD "
25293,챔프스타일,8.0,,"583,280USD ","210,120,000원", 
25294,동방의혼,9.0,,"3,084,278USD ","9,200,000원", 
25295,논스톱알리,10.0,,"416,475,000JPY ",,"7,870USD "
25296,사려니로키,11.0,,"1,037,810USD ","150,728,000원", 
25297,이천아치,1.0,,"832,744USD ","6,776,000원", 
25298,원더풀키티,2.0,,"617,310USD ",,"17,100AUD "
25299,매직주드,3.0,"824,725,000원", ,"102,630,000원", 
25300,피엔에스찬스,4.0,,"1,037,810USD ","511,781,000원", 
25301,천지의빛,5.0,,"905,434USD ",,"19,245USD "
25302,나올챔프,6.0,,"1,779,012USD ","51,491,000원", 
25303,천스닥,7.0,,"339,984USD ","196,280,000원", 
25304,금아위티,8.0,,"905,434USD ","4,800,000원", 
25305,백일홍,9.0,,"1,570,380USD ","115,766,000원", 
25306,슈퍼아이,10.0,,"1,103,496USD ","415,593,000원", 
25307,럭키크라운,1.0,,"443,800USD ",,"103,052USD "
25308,플렉스퀸,2.0,,"1,037,810USD ","250,660,000원", 
25309,과천신세계,3.0,,"617,310USD ","223,267,000원", 
25310,푸른요정,4.0,,"389,141USD ","181,420,000원", 
25311,이스트매직,5.0,,"339,984USD ","182,976,000원", 
25312,아이언로즈,6.0,,"1,083,533USD ","668,010,000원", 
25313,금국화,7.0,,"1,037,810USD ","292,350,000원", 
25314,벚꽃블레이드,8.0,,"617,310USD ","176,790,000원", 
25315,라게르타,9.0,,"254,672USD ",,0
25316,히트하트,10.0,,"339,984USD ","118,653,000원", 
25317,정겨운,11.0,,"274,382USD ",,"34,560USD "
25318,엘리트룰즈,12.0,,"3,084,278USD ",,"2,340USD "
25319,어드밴스,13.0,,"1,694,180USD ",,0
25320,데스크탑,1.0,,"114,300USD ",,0
25321,바람과함께,2.0,,"1,810,805USD ",,0
25322,메인오브킹,3.0,,"339,984USD ",,"2,500USD "
25323,원더풀캣,4.0,,"4,941,513USD ","61,464,000원", 
25324,리얼콩코드,5.0,,"669,260USD ",,"180,395USD "
25325,퀸라이언,6.0,,"172,705,000JPY ",,"22,220,000JPY "
25326,부케팔로스,7.0,"2,426,805,000원", ,"305,585,000원", 
25327,마이리더,8.0,,"1,083,533USD ","116,080,000원", 
25328,베스트빅뱅,9.0,,"1,037,810USD ",,"37,350USD "
25329,최강돌진,10.0,,"493,755USD ","156,104,000원", 
25330,원더풀파워,11.0,,"254,672USD ",,700USD 
25331,선더소니아,12.0,,"1,732,000USD ","155,225,000원", 
25332,멋진가람,13.0,,"3,545,062USD ",,0JPY 
25333,인디라이트,14.0,,"1,103,496USD ",,"52,009USD "
25334,누비강자,1.0,,"617,310USD ","270,345,000원", 
25335,슈퍼버드,2.0,,"378,260USD ",,"84,117USD "
25336,비엔토,3.0,,"1,810,805USD ",,"120,470USD "
25337,갑오사랑해,4.0,,"1,503,825USD ",,"76,005USD "
25338,블랙킹,5.0,,"339,984USD ",,0
25339,불화산,6.0,,"1,810,805USD ",,0
25340,빛나는질주,7.0,,"493,755USD ","149,965,000원", 
25341,케이엔파크,8.0,,"1,037,810USD ",,"11,950USD "
25342,그레이트아이,9.0,,"14,800,000JPY ",,"116,914,000JPY "
25343,럭키밸리,10.0,,"905,434USD ","63,956,000원", 
25344,강한여전사,11.0,,"1,083,533USD ","154,395,000원", 
25345,킬라타스,12.0,,"114,300USD ",,0
25346,엄청난걸,13.0,,"101,633USD ","66,230,000원", 
25347,에이스댄싱,14.0,"451,805,000원", ,,"19,456USD "
25348,원지,1.0,,"4,941,513USD ",,"148,914USD "
25349,월영이,2.0,,"493,755USD ",,"6,459USD "
25350,금아플로러스,3.0,,"1,732,000USD ",,"31,605USD "
25351,아델머스탱,4.0,,"1,732,000USD ","325,130,000원", 
25352,럭키마이더스,5.0,,"205,617USD ","115,419,000원", 
25353,라온샹젤리,6.0,,"1,236,820USD ",,"7,000,000JPY "
25354,드림펠라,7.0,,"1,103,496USD ","101,000,000원", 
25355,미사일캔디,8.0,,"944,900USD ",,"34,560USD "
25356,지산군,9.0,,"1,779,012USD ",,"61,640USD "
25357,플라잉빅터,10.0,,"1,037,810USD ",,"12,567USD "
25358,질주대로,1.0,"2,426,805,000원", ,"136,676,000원", 
25359,어서와,2.0,,"1,037,810USD ",,0
25360,쏘아라바바,3.0,,"1,037,810USD ",,"170,121USD "
25361,조이오브킹,4.0,,"172,705,000JPY ",,"9,480USD "
25362,어플리트마린,5.0,,"695,299USD ",,"130,150USD "
25363,록파이터,6.0,,"1,570,380USD ","7,480,000원", 
25364,대한챔프,7.0,,"1,503,825USD ",,0
25365,정문최강,8.0,,"583,280USD ",,0
25366,청산가세,9.0,"1,087,822,000원", ,"197,757,000원", 
25367,마루캐슬,10.0,"76,502,000원", ,"77,630,000원", 
25368,바디스타,11.0,,"612,935USD ",,"72,611USD "
25369,퍼텐셜에너지,12.0,,"120,176USD ",,"9,860USD "
25370,제이에스군주,1.0,,"866,428USD ",,"16,532USD "
25371,피버디니,2.0,,"710,480USD ",,"219,266USD "
25372,일보등천,3.0,,"633,076USD ",,"4,542USD "
25373,돌격앞으로,4.0,,"32,400USD ",,750USD 
25374,레이스로열,5.0,,"748,000USD ",, 
25375,야무진독도,6.0,,"1,481,300USD ",,"20,130USD "
25376,유니콘브라보,7.0,,"562,000USD ",,"23,070USD "
25377,대군피닉스,8.0,,"1,359,274USD ",,"1,640USD "
25378,히든돌풍,9.0,,"582,960USD ",, 
25379,로렐파워,10.0,,"341,396USD ",, 
25380,강남맨,11.0,,"748,000USD ",,0
25381,탭다운,12.0,,"734,254USD ",, 
25382,프리맥스,1.0,,"748,000USD ",,"124,571USD "
25383,드림포레,2.0,,"3,090,101USD ",,"24,870USD "
25384,글로벌신화,3.0,,"3,090,101USD ",,"283,267USD "
25385,마이티붐,4.0,,"251,090USD ",,"1,410USD "
25386,샤크짱,5.0,,"1,154,000USD ",,0
25387,컴플리트캡틴,6.0,,"339,984USD ","46,605,000원", 
25388,빅투더빅,8.0,,"1,065,147USD ",,"34,760USD "
25389,장산골드,9.0,,"3,044,000USD ",,"83,550USD "
25390,대군의창,10.0,,"239,229USD ",,"274,529USD "
25391,맨해튼뮤직,11.0,,"6,169,800USD ",,365USD 
25392,케이엔원더풀,1.0,,"254,672USD ",,"81,671USD "
25393,초인강자,2.0,,"1,732,000USD ",,"117,578USD "
25394,라스트보스,3.0,,"1,103,496USD ","44,398,500원", 
25395,스트롱벌처,4.0,,"416,475,000JPY ",,"251,959USD "
25396,제주의요정,5.0,,"493,755USD ","146,135,000원", 
25397,동쪽글로리,6.0,,"1,083,533USD ",,"179,268USD "
25398,그레이스퀸,8.0,,"3,084,278USD ","94,290,000원", 
25399,카히나,9.0,,"3,187,232USD ",,"116,910USD "
25400,심플스타일,10.0,,"51,475USD ","115,705,000원", 
25401,스토미,11.0,,"114,300USD ",,"14,959USD "
25402,제마특급,12.0,,"172,705,000JPY ","183,810,000원", 
25403,참좋은친구,1.0,,"1,236,820USD ",,"12,553GBP "
25404,천지지대,2.0,,"172,705,000JPY ","196,259,000원", 
25405,질주에바다,3.0,,"1,083,533USD ",,330USD 
25406,스피드갤럽,4.0,,"583,280USD ","156,911,000원", 
25407,타이탄삭스,5.0,,"905,434USD ","9,426,000원", 
25408,야무진왕초,6.0,,"443,800USD ",,0USD 
25409,푸른빛깔,7.0,,"1,037,810USD ",,0
25410,피엔에스갬블,8.0,,"1,146,340USD ",,"59,439USD "
25411,사려니퍼스트,1.0,,"254,672USD ",,"76,672USD "
25412,스마트전사,2.0,,"1,083,533USD ","8,400,000원", 
25413,런던파워,3.0,,"583,280USD ",,0
25414,비크레이지,4.0,,"1,037,810USD ",,0
25415,댄스머신,5.0,,"1,083,533USD ",,"7,715USD "
25416,천문,6.0,,"114,300USD ","19,476,000원", 
25417,질주전사,7.0,,"1,810,805USD ",0원, 
25418,라스트콜,8.0,,"1,779,012USD ","91,000,000원", 
25419,인빅터스,9.0,,"669,260USD ",,0
25420,동서여걸,10.0,,"1,037,810USD ","213,750,000원", 
25421,골든스타,11.0,,"3,084,278USD ","148,460,000원", 
25422,기적의힘,12.0,,"1,779,012USD ","50,583,000원", 
25423,스타로즈,13.0,,"3,545,062USD ","112,984,000원", 
25424,지금여기에,1.0,,"1,779,012USD ","539,152,000원", 
25425,새내황제,2.0,,"1,810,805USD ","226,930,000원", 
25426,태양타고,3.0,,"612,935USD ","485,085,000원", 
25427,에이원킹,4.0,,"396,254USD ","18,126,000원", 
25428,디바인파워,5.0,,"612,935USD ","18,080,000원", 
25429,사우스반,6.0,,"274,382USD ","305,585,000원", 
25430,하니,7.0,,"804,090USD ","118,483,000원", 
25431,머니탑,8.0,"470,582,000원", ,"13,500,000원", 
25432,토루크막토,9.0,,"1,083,533USD ","34,500,000원", 
25433,엠제이돌풍,10.0,,"568,629,000JPY ","24,600,000원", 
25434,티케파이어,1.0,"1,087,822,000원", ,,"1,100USD "
25435,드림맥스,2.0,,"51,475USD ",0원,0
25436,경부도령,3.0,"2,426,805,000원", ,"177,860,000원", 
25437,피케이돌풍,4.0,"76,502,000원", ,"133,921,000원", 
25438,발바투,5.0,,"1,810,805USD ","28,230,000원", 
25439,러피언파크,6.0,,"1,503,825USD ",0원, 
25440,마칼루파워,7.0,"130,428,000원", ,"69,936,000원", 
25441,대지여걸,8.0,,"7,712,841USD ",0원, 
25442,당대로얄,9.0,,"578,302,000JPY ","20,583,000원", 
25443,이스트라이크,10.0,,"1,732,000USD ","358,828,000원", 
25444,대용왕,11.0,,"1,083,533USD ","44,225,000원", 
25445,원더풀케이,12.0,,"905,434USD ","113,350,000원", 
25446,왕인행차,1.0,,"339,984USD ",,"182,974USD "
25447,케이프렌지,2.0,,"1,732,000USD ",,"55,600USD "
25448,골드스파이크,3.0,,"254,672USD ","363,840,000원", 
25449,올드스페셜,4.0,,"583,280USD ","168,516,000원", 
25450,멋진가이,5.0,,"568,086USD ","140,481,000원", 
25451,아이스스타,6.0,,"1,083,533USD ",, 
25452,라온더타이거,7.0,,"1,083,533USD ",,0
25453,미르캡틴,8.0,,"568,629,000JPY ",0원, 
25454,폴카,9.0,,"3,084,278USD ",,0
25455,피케이로드,10.0,,"1,732,780USD ",,0
25456,논스톱기상,11.0,,"1,103,496USD ","127,460,000원", 
25457,플라잉풀문,,,"583,280USD ",,"7,966USD "
25458,월드포스,1.0,,"835,140USD ",,"47,060USD "
25459,런던액티브,2.0,,"1,779,012USD ","69,300,000원", 
25460,쇠와꽃,3.0,,"583,280USD ","84,660,000원", 
25461,댄싱위드유,4.0,,"1,810,805USD ",,"14,925USD "
25462,드림걸스,5.0,,"1,810,805USD ","100,200,000원", 
25463,원더풀라이트,6.0,,"254,672USD ",,400CAD 
25464,피렌체캐슬,7.0,"190,033,000원", ,"206,236,000원", 
25465,선샤인특급,8.0,,"1,083,533USD ",,330USD 
25466,루비스타,,,"3,084,278USD ","213,495,000원", 
25467,시크릿보스,1.0,,"1,423,379USD ",,"38,471USD "
25468,이스트임팩트,2.0,,"3,084,278USD ",,"39,095USD "
25469,바이스로이,3.0,,"583,280USD ","195,970,000원", 
25470,화이트코멧,4.0,,"254,672USD ",,"16,200AUD "
25471,피렌체힐,5.0,,"493,755USD ","95,420,000원", 
25472,머니챔프,6.0,"2,426,805,000원", ,, 
25473,에이스캔트,7.0,,"516,977USD ",,"14,766USD "
25474,브라운로즈,8.0,,"1,810,805USD ","413,351,000원", 
25475,킹오브선데이,9.0,,"172,705,000JPY ","132,600,000원", 
25476,언패럴렐드,10.0,,"339,984USD ","75,398,000원", 
25477,에이투제트,11.0,,"3,084,278USD ","485,085,000원", 
25478,홈커밍,12.0,,"1,290,734USD ",,"49,803USD "
25479,드림노크,1.0,,"1,103,496USD ",,0
25480,파이어로드,2.0,,"835,140USD ",,"26,846USD "
25481,록라인,3.0,,"1,570,380USD ","134,698,000원", 
25482,조이브라더,4.0,,"3,084,278USD ","368,522,000원", 
25483,교룡득수,5.0,,"1,810,805USD ","539,152,000원", 
25484,신의아들,6.0,,"1,732,000USD ",,"120,585USD "
25485,바잉블레이드,7.0,,"1,037,810USD ",,"175,695USD "
25486,스피드벨,8.0,,"205,617USD ",,"16,285USD "
25487,마성질주,9.0,,"1,083,533USD ",,"99,616USD "
25488,스피드이즈칸,10.0,,"315,015USD ",,"48,935USD "
25489,비사연,11.0,,"274,382USD ",,0
25490,불의퀸,12.0,,"565,716USD ",,0
25491,레이디켈리,1.0,,"612,935USD ","90,960,000원",0
25492,글로벌선더,2.0,,"804,090USD ","60,800,000원", 
25493,탁트인,3.0,,"1,810,805USD ",,"21,790CAD "
25494,호크행진곡,4.0,,"1,610,604USD ",, 
25495,원더풀딕시,5.0,,"617,310USD ","37,665,000원", 
25496,럭키봉성,6.0,,"1,810,805USD ",,"14,507USD "
25497,제주의흑선,7.0,,"568,086USD ","90,960,000원",0
25498,에이스솔롱고,8.0,,"339,984USD ",,"12,710USD "
25499,최강팀,9.0,,"583,280USD ",,"7,400USD "
25500,마이티후,1.0,,"1,304,800USD ",,"240,995USD "
25501,싱그러운타임,2.0,,"1,732,000USD ","306,736,000원", 
25502,정문에이스,3.0,,"1,243,500USD ",,"234,460CAD "
25503,신의열매,4.0,,"3,647,000USD ",,"7,980USD "
25504,문학럭키,5.0,,"3,312,950USD ",,"56,530USD "
25505,글로벌럭키,6.0,,"1,936,000USD ",,"24,749USD "
25506,럭키상운,7.0,,"583,280USD ",,0
25507,로열함성,8.0,,"2,857,049USD ",, 
25508,대디코잔,9.0,,"49,200USD ",, 
25509,선포레,10.0,,"1,994,460USD ",,"34,734USD "
25510,카일룸제왕,11.0,,"1,857,000USD ",,"43,148USD "
25511,라온더골드,1.0,,"1,236,820USD ","186,740,000원",0원 
25512,와일드삭스,2.0,,"1,810,805USD ","2,400,000원", 
25513,플라잉골드,3.0,,"1,037,810USD ","41,250,000원", 
25514,장산포이즌,4.0,,"185,213USD ",,"24,100USD "
25515,빅비트,5.0,,"339,984USD ","104,090,000원", 
25516,두손드라이브,6.0,,"1,810,805USD ",,"29,660USD "
25517,메이블레이드,7.0,,"1,037,810USD ",,220USD 
25518,생일선물,8.0,,"339,984USD ",,"226,990USD "
25519,스마티대세,9.0,"603,215,000원", ,"191,740,000원", 
25520,러너몬스터,10.0,,"274,382USD ","84,960,000원", 
25521,인디언선샤인,11.0,,"568,086USD ","77,664,000원", 
25522,아그리워,12.0,,"1,236,820USD ","246,720,000원", 
25523,포에버칸,1.0,,"1,146,340USD ",,"105,004USD "
25524,피엔에스골드,2.0,,"468,960USD ",,0
25525,휘파람,3.0,,"172,705,000JPY ","190,561,000원", 
25526,케이엔티즈원,4.0,,"254,672USD ",,"135,262USD "
25527,쏘아라대로,5.0,"2,426,805,000원", ,,"207,440USD "
25528,랠리퀸,6.0,,"1,037,810USD ",,"19,031USD "
25529,거센광풍,7.0,,"1,037,810USD ",,"170,121USD "
25530,서니블레이드,8.0,,"385,807USD ",,"46,180USD "
25531,함평여왕,9.0,,"1,359,274USD ","274,440,000원", 
25532,워프나인,10.0,,"58,610USD ","89,915,000원", 
25533,화랑스토리,11.0,,"1,103,496USD ",,"105,904USD "
25534,플라잉센걸,12.0,,"1,146,340USD ",,"7,715USD "
25535,라온더특급,1.0,,"1,236,820USD ","184,260,000원", 
25536,은혜,2.0,,"1,732,000USD ",,"17,838USD "
25537,갈색향기,3.0,,"1,732,000USD ",,"38,876USD "
25538,더페이버릿,4.0,,"1,810,805USD ",,0
25539,피엔에스빌,5.0,,"1,586,550USD ",, 
25540,햇무리,6.0,,"1,779,012USD ","189,800,000원", 
25541,위너카이,7.0,,"587,586USD ","39,446,000원", 
25542,천둥오름,8.0,,"172,705,000JPY ",,"146,226USD "
25543,감곡선샤인,9.0,"1,220,375,000원", ,0원, 
25544,화랑투데이,,,"1,037,810USD ",,0
25545,마에스트로,1.0,,"1,779,012USD ",,"240,722USD "
25546,천마비상,2.0,,"2,075,791USD ",,"10,165USD "
25547,레드마운틴,3.0,,"905,434USD ",,"145,670USD "
25548,케이엔특급,4.0,,"1,083,533USD ",,"73,410USD "
25549,따뜻한빛,5.0,,"389,141USD ",,"39,370USD "
25550,글로벌스톰,6.0,,"396,254USD ",,"2,575USD "
25551,클라우터,7.0,,"1,083,533USD ","51,491,000원", 
25552,뉴스마트,8.0,,"377,241USD ",,"110,520USD "
25553,지산꽃,9.0,,"1,083,533USD ","1,200,000원", 
25554,텐배거,1.0,,"1,037,810USD ","171,020,000원", 
25555,문학포리스트,2.0,,"339,984USD ","248,970,000원",0
25556,로스트워,3.0,,"2,170,340USD ",,"243,390USD "
25557,빅에너지,4.0,,"1,037,810USD ",,"8,014USD "
25558,컨트리로드,5.0,,"612,935USD ",,"31,270USD "
25559,페페런,6.0,,"1,083,533USD ","103,855,000원", 
25560,금성맨,7.0,,"205,617USD ","98,200,000원", 
25561,투에이스,8.0,"451,805,000원", ,"59,300,000원", 
25562,티케이플렉스,9.0,,"1,779,012USD ","48,500,000원", 
25563,더퀸저스티스,1.0,,"1,732,000USD ","126,511,000원", 
25564,메니피뮤직,2.0,,"1,732,000USD ",,0
25565,쇼메이커,3.0,,"32,400USD ",,"1,878USD "
25566,스피드팔콘,4.0,,"1,103,496USD ",, 
25567,매직타이드,5.0,"824,725,000원", ,"242,767,000원", 
25568,트루,6.0,"414,605,000원",0,"119,930,000원", 
25569,블랙루키,7.0,,"583,280USD ",,"18,828USD "
25570,모던베스트,8.0,,"389,141USD ","40,650,000원", 
25571,해피먼스,9.0,,"695,299USD ","122,937,000원", 
25572,프리마니케,10.0,,"928,000USD ",,"72,611USD "
25573,대승퀸,11.0,,"1,810,805USD ","87,798,000원", 
25574,일향달마,12.0,,"1,779,012USD ",,"17,698USD "
25575,소울메리트,1.0,,"8,650,300USD ",,"19,705USD "
25576,천지광풍,2.0,,"32,400USD ",,"79,474USD "
25577,퀵실버키튼,3.0,,"2,075,791USD ",,325USD 
25578,스킬맥스,4.0,,"1,065,147USD ",,"1,410USD "
25579,럭키영,5.0,,"2,283,402USD ",,0
25580,알렉산더원,6.0,,"941,936USD ",,"4,459USD "
25581,남산러브,7.0,,"1,519,800USD ",,"37,832USD "
25582,논스톱리워드,8.0,,"972,632USD ",,"181,906USD "
25583,도깨비,9.0,,"1,586,550USD ",, 
25584,프린스,10.0,,"2,765,800USD ",,0
25585,글로리뷰,11.0,,"1,046,381USD ",, 
25586,파워요트,12.0,,"326,400USD ",, 
25587,라온더파이터,1.0,,"4,454,930USD ",,"94,117USD "
25588,어마어마,2.0,,"301,500USD ",,"148,250USD "
25589,모르피스,3.0,,"1,019,200USD ",,"134,571USD "
25590,이스트제트,4.0,,"210,553USD ",,0
25591,스프링백,5.0,,"794,855USD ",, 
25592,글로벌캡틴,6.0,,"742,640USD ",,"81,114USD "
25593,엠제이파워,8.0,,"598,786USD ",,0
25594,하바나찰리,9.0,,"251,090USD ",,"23,330USD "
25595,루비콘,1.0,,"669,260USD ",,"6,361USD "
25596,라피어반,2.0,,"529,566USD ",,"5,560USD "
25597,원더풀타이쿤,3.0,,"905,434USD ",,"3,000,000JPY "
25598,티케이데이,4.0,,"1,236,820USD ","31,995,000원", 
25599,슈퍼엑톤,5.0,,"1,503,825USD ","158,570,000원", 
25600,전정사금,6.0,,"254,672USD ",,"5,170USD "
25601,광마힐,7.0,,"396,254USD ",0원, 
25602,나는스타,8.0,,"3,307,278USD ",,0
25603,정문지존,9.0,,"274,382USD ",,"38,831USD "
25604,밀키셰리,10.0,,"3,545,062USD ",,"3,850,000JPY "
25605,멋진금성,11.0,,"1,810,805USD ","266,742,000원", 
25606,정상으뜸,12.0,,"695,299USD ","37,299,000원", 
25607,마이티칩,1.0,,"1,065,147USD ",, 
25608,올댓코리아,2.0,,"454,630USD ",,"23,200USD "
25609,트리플킹덤,3.0,,"532,122USD ",,"49,450USD "
25610,발베니,4.0,,"3,924,648USD ",,"139,300USD "
