,name,ranked,fw,fd,mw,md
24781,별빛마루,5.0,,"339,984USD ",,"77,031USD "
24782,원더풀금성,6.0,,"254,672USD ",,"47,673USD "
24783,에이원퀸,7.0,,"804,090USD ","35,235,000원", 
24784,광양으뜸,8.0,,"1,083,533USD ","43,870,000원", 
24785,블레싱로드,9.0,,"339,984USD ","167,070,000원", 
24786,파워박스,10.0,,"1,503,825USD ",,0
24787,장수나봄,11.0,,"583,280USD ","76,860,000원", 
24788,송암바비,12.0,,"456,410USD ",,"66,215USD "
24789,라피어반,1.0,,"529,566USD ",,"5,560USD "
24790,배다리캔디,2.0,,"1,659,560USD ",,"98,081USD "
24791,원더풀데블,3.0,,"416,475,000JPY ",0원, 
24792,메니피뮤직,4.0,,"1,732,000USD ",,0
24793,성실머니,5.0,,"941,936USD ",,"103,395USD "
24794,매직타이드,6.0,"824,725,000원", ,"242,767,000원", 
24795,주말의시작,7.0,,"210,553USD ","157,894,000원", 
24796,히트에이스,8.0,,"1,732,000USD ","147,765,000원", 
24797,폴카,9.0,,"3,084,278USD ",,0
24798,스마트핑크,10.0,,"339,984USD ",, 
24799,디에코,11.0,,"3,084,278USD ","72,166,000원", 
24800,무적장산,12.0,,"905,434USD ","105,401,000원", 
24801,몬스터케이,1.0,,"516,977USD ",,"63,610USD "
24802,디스챌린지,2.0,,"454,183USD ",,"124,372USD "
24803,남산의별,3.0,,"941,936USD ",,"126,794USD "
24804,돌격앞으로,4.0,,"32,400USD ",,750USD 
24805,로맨스참,5.0,,"582,920USD ",,"432,432USD "
24806,굿센스,6.0,,"4,383,200USD ",,"34,970USD "
24807,야무진독도,7.0,,"1,481,300USD ",,"20,130USD "
24808,투어링라니,8.0,,"2,170,340USD ",, 
24809,파노라마퀸,9.0,,"597,800USD ",,"30,009USD "
24810,에이스찬,10.0,,"664,982USD ",,280USD 
24811,파인터치,11.0,,"748,000USD ",,612USD 
24812,로렐파워,12.0,,"341,396USD ",, 
24813,케이엔매직,1.0,,"185,213USD ",,"58,200USD "
24814,사려니퀸,2.0,,"612,935USD ","92,494,000원", 
24815,금아키튼,3.0,,"804,090USD ",,800USD 
24816,가나파크,4.0,,"612,935USD ",, 
24817,원더케이,5.0,,"114,300USD ",,0
24818,화이트코멧,6.0,,"254,672USD ",,"16,200AUD "
24819,대천얼짱,7.0,,"491,312USD ","46,740,000원",0
24820,러닝킹,8.0,"1,087,822,000원", ,"85,580,000원", 
24821,천마투데이,9.0,,"1,732,000USD ",,850AUD 
24822,리드보컬,10.0,,"1,037,810USD ","219,712,000원", 
24823,안양호랑이,11.0,,"2,232,830USD ",,"83,968USD "
24824,홈커밍,12.0,,"1,290,734USD ",,"49,803USD "
24825,어마어마,1.0,,"301,500USD ",,"148,250USD "
24826,이스트제트,2.0,,"210,553USD ",,0
24827,글로벌캡틴,4.0,,"742,640USD ",,"81,114USD "
24828,모르피스,5.0,,"1,019,200USD ",,"134,571USD "
24829,스프링백,6.0,,"794,855USD ",, 
24830,엠제이파워,8.0,,"598,786USD ",,0
24831,메디치글로리,10.0,,"794,855USD ",,"70,155USD "
24832,개나리송,11.0,,"274,382USD ",,"38,831USD "
24833,하바나찰리,12.0,,"251,090USD ",,"23,330USD "
24834,행복왕자,2.0,,"424,600USD ",,"26,734USD "
24835,짱콩,3.0,,"1,359,274USD ",,"270,750USD "
24836,샴로커,4.0,,"438,949USD ",,"7,200USD "
24837,흑전사,5.0,,"3,645,383USD ",,"198,994USD "
24838,문학치프,7.0,,"1,634,200USD ",,"95,940USD "
24839,브리가디어제너럴,8.0,,"557,300USD ",,"133,879USD "
24840,티즈플랜,12.0,,"6,427,830USD ",,"34,690USD "
24841,청담도끼,15.0,,"1,146,340USD ",,"8,740USD "
24842,바이킹스톰,1.0,,"1,046,381USD ",, 
24843,돌아온뽀빠이,2.0,,"1,031,596USD ",,"130,357USD "
24844,발베니,3.0,,"3,924,648USD ",,"139,300USD "
24845,마이티칩,4.0,,"1,065,147USD ",, 
24846,리빙스턴,5.0,"579,356,000원", ,, 
24847,럭키훈,6.0,,"1,455,560USD ",,"83,030USD "
24848,히든삭스,7.0,,"224,684USD ",, 
24849,스피드황룡,8.0,,"416,475,000JPY ","69,635,000원", 
24850,노던타임,9.0,,"454,183USD ",,0
24851,문학선,10.0,,"794,855USD ",,385USD 
24852,빅트리플,11.0,,"1,304,800USD ",, 
24853,문학에카티,12.0,,"1,182,992USD ",,"66,924USD "
24854,피엔에스럭키,1.0,,"101,633USD ",,"61,802USD "
24855,한강챔프,2.0,,"3,307,278USD ",,"47,597USD "
24856,화수분,3.0,,"1,037,810USD ",, 
24857,청산영웅,4.0,,"1,732,000USD ",,"3,500USD "
24858,올포유어드림,5.0,,"278,406USD ","95,420,000원", 
24859,벼락,6.0,,"416,475,000JPY ","256,236,000원", 
24860,은혜드림,7.0,,"443,800USD ","124,220,000원", 
24861,애국자달려,8.0,,"424,600USD ",,"66,462USD "
24862,황우강자,9.0,,"1,810,805USD ","147,460,000원", 
24863,트리플런,1.0,,"583,280USD ",,"49,000USD "
24864,제이트로스,2.0,,"1,037,810USD ",,"50,050USD "
24865,베스트야,3.0,,"587,586USD ","45,600,000원", 
24866,다이아파워캣,4.0,,"274,382USD ","225,885,000원", 
24867,불의꽃,5.0,,"1,037,810USD ",,"62,433USD "
24868,골든스쿠프,6.0,,"669,260USD ",,"39,920USD "
24869,정상제트,7.0,,"652,226USD ",,"50,500USD "
24870,다프네,8.0,,"1,732,000USD ","80,090,000원", 
24871,피엔에스헐,9.0,,"583,280USD ",,"18,828USD "
24872,금성스피드,10.0,,"1,810,805USD ","169,115,000원", 
24873,천지의빛,11.0,,"905,434USD ",,"19,245USD "
24874,플라잉카라,1.0,,"1,967,099USD ",,0
24875,마이티선샤인,2.0,,"568,086USD ","118,483,000원", 
24876,애플민트,3.0,,"51,475USD ",,"226,990USD "
24877,프린세스데이,4.0,,"1,083,533USD ","90,152,000원", 
24878,비트퀸,5.0,,"389,141USD ",,"41,475USD "
24879,유로퀸,6.0,,"617,310USD ","58,220,000원", 
24880,조이풀피스,7.0,,"3,084,278USD ","971,650,000원", 
24881,머니스톤,8.0,,"389,141USD ","43,470,000원", 
24882,나의나라,9.0,,"1,037,810USD ","85,350,000원", 
24883,아라선샤인,10.0,,"416,475,000JPY ","138,609,000원", 
24884,겅호우,11.0,,"254,672USD ","90,450,000원", 
24885,킹스맨,12.0,,"339,984USD ",,"10,280USD "
24886,정문프린스,1.0,,"491,312USD ",,0
24887,기타리스트,2.0,,"51,475USD ","52,400,000원", 
24888,댓츠마이보이,3.0,,"51,475USD ",,"3,535USD "
24889,젊은영웅,4.0,"2,426,805,000원", ,,"52,689USD "
24890,송암플레이어,5.0,,"210,553USD ",,"87,758USD "
24891,원퍼트,6.0,,"339,984USD ","111,618,000원", 
24892,베스트포스,7.0,,"1,083,533USD ",,"15,820USD "
24893,샤인뮤직,8.0,,"32,400USD ",,"17,802USD "
24894,구름타고,9.0,,"1,083,533USD ","197,757,000원", 
24895,정문폭주,10.0,,"1,083,533USD ","113,960,000원", 
24896,신대로,11.0,"2,426,805,000원", ,"48,547,000원", 
24897,옥추마,12.0,,"804,090USD ",,"16,046USD "
24898,농본바다,1.0,,"3,307,278USD ",,"51,417USD "
24899,베스트탑,2.0,,"205,617USD ","42,990,000원", 
24900,조이풀케이,3.0,,"1,503,825USD ",,"62,422USD "
24901,좋은관계,4.0,,"1,236,820USD ","157,452,000원", 
24902,마칼루파워,5.0,"130,428,000원", ,"69,936,000원", 
24903,더파이팅,6.0,,"1,779,012USD ",,0
24904,아델나래,7.0,,"1,037,810USD ","58,800,000원", 
24905,영웅대마,8.0,,"172,705,000JPY ","66,436,000원", 
24906,아라크투윈,9.0,,"905,434USD ","119,331,000원", 
24907,은혜파도,10.0,,"254,672USD ",,0
24908,빅리버,11.0,,"339,984USD ",,"58,090USD "
24909,우승환희,12.0,,"1,732,000USD ","209,258,000원", 
24910,아로마,1.0,,"210,553USD ",0원, 
24911,컴플리트스타,2.0,,"339,984USD ","189,805,000원", 
24912,그린폭주,3.0,,"583,280USD ","50,800,000원", 
24913,루미너스퀸,4.0,,"274,382USD ",, 
24914,미스캠프,5.0,,"339,984USD ","89,915,000원", 
24915,큐피드비상,6.0,,"114,300USD ","119,331,000원", 
24916,특급여왕,7.0,,"568,086USD ","166,330,000원", 
24917,로드란,8.0,,"1,503,825USD ","201,253,000원", 
24918,천둥캣,9.0,,"804,090USD ","274,440,000원", 
24919,중추부사,10.0,,"51,475USD ","39,555,000원", 
24920,런투골,11.0,"471,819,000원", ,"119,616,000원", 
24921,모닝뉴스,12.0,,"172,705,000JPY ","54,392,000원", 
24922,새내선,1.0,,"941,936USD ",, 
24923,파워타워,2.0,,"1,810,805USD ","136,795,000원", 
24924,눈부신한센,3.0,,"1,810,805USD ",,0
24925,나는스타,4.0,,"3,307,278USD ",,0
24926,솔개바람,5.0,,"494,895,000JPY ","163,560,000원", 
24927,엠제이포인트,6.0,,"480,150USD ",,0
24928,시스터젬,7.0,,"1,046,381USD ",,"84,600USD "
24929,어나더초이스,8.0,,"3,044,000USD ",,"16,220USD "
24930,블루케이,9.0,,"416,475,000JPY ","201,285,000원", 
24931,아이언머스킷,10.0,,"1,236,820USD ","4,200,000원", 
24932,마이멤버,11.0,,"491,312USD ","116,080,000원", 
24933,세렌디피티야,12.0,,"296,731USD ",,"38,710USD "
24934,대한질주,1.0,,"978,960USD ",,"76,130USD "
24935,머니지프,2.0,,"396,254USD ","234,663,000원", 
24936,만석지기,3.0,,"1,101,924USD ",,0
24937,바람을그리다,4.0,"471,819,000원", ,,"103,630USD "
24938,최강파티,5.0,,"1,732,000USD ","716,613,000원","1,780USD "
24939,초인강자,6.0,,"1,732,000USD ",,"117,578USD "
24940,호크행진곡,8.0,,"1,610,604USD ",, 
24941,룰브레이커,9.0,,"416,475,000JPY ",,"250,000JPY "
24942,예상백승,10.0,,"396,254USD ","77,332,000원", 
24943,굿필승,1.0,,"769,964USD ",,"20,718USD "
24944,장산포에버,2.0,,"430,400USD ",,"26,730USD "
24945,서울탱크,3.0,,"1,484,829USD ",,"48,420USD "
24946,조우니가,4.0,,"3,044,000USD ",,"20,996USD "
24947,대군제패,5.0,,"224,684USD ",,"179,408USD "
24948,금로열,6.0,,"493,755USD ","41,484,000원", 
24949,반야동행,7.0,,"1,083,533USD ",,"86,150USD "
24950,문학킹,8.0,,"6,427,830USD ",,0
24951,슈룹,9.0,,"751,629USD ",,"42,552USD "
24952,환상스타,11.0,,"623,000USD ",,"11,050EUR "
24953,자이언트킬링,1.0,,"1,103,496USD ","31,530,000원", 
24954,리마커블,2.0,,"1,779,012USD ","85,430,000원", 
24955,세인트루카,3.0,,"385,807USD ",,0
24956,텐배거,4.0,,"1,037,810USD ","171,020,000원", 
24957,글로벌프라임,5.0,,"1,732,000USD ",,"8,514USD "
24958,드림스피드,6.0,,"1,146,340USD ","2,200,000원", 
24959,장군별,7.0,,"1,732,000USD ",,"130,602USD "
24960,빅스고,8.0,,"12,500USD ",0원, 
24961,원평광야,9.0,,"443,800USD ","69,936,000원", 
24962,베스트매드캠,10.0,,"3,084,278USD ",,"30,797USD "
24963,보스베이비,11.0,,"339,984USD ","228,472,000원", 
24964,스타프린세스,12.0,,"172,705,000JPY ","302,850,000원", 
24965,뉴스타영천,1.0,,"1,732,000USD ","156,620,000원", 
24966,빅에너지,2.0,,"1,037,810USD ",,"8,014USD "
24967,마성천하,3.0,,"1,103,496USD ","17,803,000원", 
24968,페페런,4.0,,"1,083,533USD ","103,855,000원", 
24969,마이더스캠프,5.0,,"339,984USD ","115,419,000원", 
24970,케이엔특급,6.0,,"1,083,533USD ",,"73,410USD "
24971,피엔에스빌,7.0,,"1,586,550USD ",, 
24972,글로벌천사,8.0,,"1,732,000USD ","41,756,000원", 
24973,세명나래,9.0,,"1,810,805USD ","26,945,000원", 
24974,젤로스,10.0,,"480,001USD ",,"124,453USD "
24975,컴플리트챔프,11.0,,"254,672USD ",,"46,346USD "
24976,농본파이터,12.0,,"587,586USD ","396,701,000원", 
24977,콘도르여왕,1.0,,"254,672USD ",,0
24978,빅레드,2.0,,"3,084,278USD ",,0
24979,유쾌한선택,3.0,"470,582,000원", ,"101,880,000원", 
24980,온리위너,4.0,,"583,280USD ","202,949,000원", 
24981,골디락스,5.0,,"3,545,062USD ","190,561,000원", 
24982,크레이지탱크,6.0,,"529,566USD ",,"44,424USD "
24983,패션드패션,7.0,,"583,280USD ",,"76,672USD "
24984,블루해머,8.0,,"804,090USD ",,0
24985,원지,9.0,,"4,941,513USD ",,"148,914USD "
24986,왕인행차,10.0,,"339,984USD ",,"182,974USD "
24987,마파람,11.0,,"114,300USD ","124,300,000원",0
24988,거센파워,12.0,,"1,103,496USD ",,"35,233USD "
24989,스팟플래터,1.0,,"1,037,810USD ",, 
24990,파이팅대디,2.0,,"669,260USD ",,"38,063USD "
24991,울트라킹,3.0,,"1,103,496USD ","114,172,000원", 
24992,제이에스파워,4.0,,"617,310USD ","44,154,000원", 
24993,챌린지삭스,5.0,,"583,280USD ",,"281,986USD "
24994,천지폭풍,6.0,,"396,254USD ",,0AUD 
24995,슈퍼엑톤,7.0,,"1,503,825USD ","158,570,000원", 
24996,라스트보스,8.0,,"1,103,496USD ","44,398,500원", 
24997,티즈블랙,9.0,,"804,090USD ",,"1,402USD "
24998,파이어하트,10.0,,"1,503,825USD ",,"165,311USD "
24999,글로벌영웅,11.0,,"1,103,496USD ",,"127,862USD "
25000,이글아이,12.0,,"114,300USD ",,"16,415USD "
25001,레드백,1.0,,"3,084,278USD ",,0
25002,런런런,2.0,,"3,084,278USD ","80,090,000원", 
25003,이터널메모리,3.0,,"210,553USD ",,0USD 
25004,호크의영광,4.0,,"1,610,604USD ",,0
25005,골든배지,5.0,,"114,300USD ",,"44,645USD "
25006,스톰워리어,6.0,,"1,779,012USD ",,"144,858USD "
25007,흑룡가무,7.0,,"1,037,810USD ",,"26,460USD "
25008,이스트라이크,8.0,,"1,732,000USD ","358,828,000원", 
25009,원더풀오렌지,9.0,,"493,755USD ","353,733,000원", 
25010,빅포켓,10.0,,"978,960USD ",,"8,981CAD "
25011,탱크삭스,11.0,,"254,672USD ",,0
25012,바이킹하트,12.0,,"1,037,810USD ",,0
25013,풀부스터,1.0,,"1,694,180USD ",,0
25014,콜조이,2.0,,"1,779,012USD ","139,860,000원", 
25015,베링맨,3.0,,"748,000USD ",,"183,760USD "
25016,킹칸모르,4.0,,"1,810,805USD ","94,103,000원", 
25017,안양옥센,5.0,,"1,177,394USD ",, 
25018,청담탱크,6.0,,"1,503,825USD ",,"175,695USD "
25019,강남맨,7.0,,"748,000USD ",,0
25020,싱그러운타임,8.0,,"1,732,000USD ","306,736,000원", 
25021,어마무시,9.0,,"770,496USD ",, 
25022,디케이별찌,10.0,,"853,828USD ",,0USD 
25023,블랙펀치,11.0,,"2,691,135USD ",,"167,680USD "
25024,달리는빛깔,12.0,,"1,732,000USD ",,"46,952USD "
25025,아이언삭스,1.0,,"2,283,402USD ",,0
25026,토스코노바캣,2.0,,"658,960USD ",,"63,354USD "
25027,클리어검,3.0,,"205,617USD ","143,647,000원", 
25028,청수여걸,5.0,,"224,684USD ",,"69,400USD "
25029,강토마,6.0,,"416,475,000JPY ","206,263,000원", 
25030,선라이팅,8.0,,"1,039,000USD ",,"72,499USD "
25031,더검푸,9.0,,"529,566USD ",,"183,600USD "
25032,로드위너,10.0,,"1,694,180USD ",,0
25033,문학위너,11.0,,"251,090USD ",,"21,489USD "
25034,울트라로켓,12.0,"261,878,000원", ,"54,978,000원", 
25035,아스펜태양,1.0,,"385,807USD ",,0
25036,더블에지,2.0,,"1,037,810USD ",,"54,493USD "
25037,승부사,3.0,,"101,633USD ",,0
25038,원평가속,4.0,,"1,732,000USD ","39,555,000원", 
25039,퍼플케이,5.0,,"1,732,000USD ",,"89,913USD "
25040,벤칼프린세스,6.0,,"1,037,810USD ",,"5,939USD "
25041,천리총,7.0,,"1,810,805USD ","113,975,000원", 
25042,더리퍼,8.0,,"1,810,805USD ","142,225,000원", 
25043,장산클리어,1.0,,"2,612,516USD ",,"71,025USD "
25044,빅터문,2.0,,"33,840USD ",, 
25045,에코빅터,3.0,,"794,855USD ",,"53,059USD "
25046,문학젠야타,4.0,,"1,182,992USD ",,0
25047,말리부진저,5.0,,"33,840USD ",,"99,679USD "
25048,옥스퍼드킹,6.0,,"1,077,140USD ",,"21,540USD "
25049,이스트반,7.0,,"1,031,596USD ",,0
25050,섬싱익스펙트,8.0,,"4,368,214USD ",,0
25051,스프링킹,9.0,,"1,146,340USD ",, 
25052,슬립웰,10.0,,"32,400USD ",,0USD 
25053,블루마카롱,11.0,,"1,177,394USD ",,"47,924USD "
25054,문학미스치프,,,"597,080USD ",,0
25055,네모프린세스,1.0,,"562,000USD ",,"94,630USD "
25056,퍼지데이,2.0,,"905,434USD ","137,150,000원", 
25057,원모어러시,3.0,,"1,037,810USD ",0원, 
25058,한강보스,4.0,,"1,037,810USD ",,"91,700USD "
25059,천송이,5.0,,"114,300USD ","112,625,000원", 
25060,피엔에스꼬미,6.0,"357,500,000원", ,"284,820,000원", 
25061,하이파크,7.0,,"1,146,340USD ","34,500,000원", 
25062,스타플라워,8.0,"1,861,967,000원", ,"66,436,000원", 
25063,스카이송,9.0,,"254,672USD ",,0USD 
25064,함평파이터,10.0,,"385,807USD ","33,600,000원", 
25065,베스트플랜,11.0,,"190,838USD ",,0
25066,메탈,12.0,,"1,779,012USD ",,"145,670USD "
25067,월드레이서,1.0,,"835,140USD ",,"168,798USD "
25068,테스고대보,2.0,,"416,475,000JPY ",,0JPY 
25069,멋진기록,3.0,,"1,779,012USD ","64,155,000원", 
25070,아마존킹,4.0,,"114,300USD ","17,730,000원", 
25071,올가림,5.0,,"1,810,805USD ",,0
25072,스푸트니크,6.0,,"1,779,012USD ",0원, 
25073,킹마운틴,7.0,,"1,083,533USD ","75,782,000원", 
25074,희망챔프,8.0,,"101,633USD ","80,650,000원", 
25075,금성환희,9.0,,"1,083,533USD ","41,450,000원", 
25076,럭센,10.0,"105,760,000원", ,, 
25077,선더플래시,11.0,,"114,300USD ","86,500,000원", 
25078,금성크라운,12.0,,"617,310USD ",,"84,430USD "
25079,아킬리온,1.0,,"254,672USD ",,350USD 
25080,모닝펄,2.0,,"215,019USD ","290,000,000원", 
25081,문학포리스트,3.0,,"339,984USD ","248,970,000원",0
25082,선더호스,4.0,,"416,475,000JPY ",, 
25083,패밀리캡틴,5.0,,"389,141USD ","190,110,000원", 
25084,원더풀하와이,6.0,,"905,434USD ","278,587,000원", 
25085,소중한당신,7.0,,"326,400USD ",,"32,380USD "
25086,깡돌이,8.0,,"1,810,805USD ",,"12,320USD "
25087,원더풀러커스,9.0,,"416,475,000JPY ",,"94,563CAD "
25088,윈디러시,10.0,,"804,090USD ","74,582,000원", 
25089,환상터치,11.0,,"612,935USD ",,0
25090,슈퍼파크,12.0,,"1,503,825USD ",,"131,871USD "
25091,신의한수,1.0,,"1,779,012USD ","17,025,000원", 
25092,상승행진,2.0,,"1,083,533USD ",0원, 
25093,소우주,3.0,,"389,141USD ","194,980,000원", 
25094,오피서커맨딩,4.0,,"804,090USD ",,0
25095,스마트파워,5.0,,"3,084,278USD ","122,395,000원", 
25096,러닝넘버원,6.0,,"1,103,496USD ",,"78,976USD "
25097,야스,7.0,,"1,570,380USD ","86,474,000원", 
25098,금세다,8.0,,"416,475,000JPY ","69,900,000원", 
25099,원더풀샘,9.0,,"1,779,012USD ","51,201,000원", 
25100,그랜드스타,10.0,,"389,141USD ","36,850,000원", 
25101,레드마운틴,11.0,,"905,434USD ",,"145,670USD "
25102,금성차밍,12.0,,"1,570,380USD ","169,115,000원", 
25103,런던히트,13.0,,"1,503,825USD ",,"109,780USD "
25104,승승파워,,,"389,141USD ","21,150,000원", 
25105,별의순간,1.0,,"1,732,000USD ",,"5,140USD "
25106,케이엔언더킹,2.0,,"101,633USD ",,"1,600,000JPY "
25107,카우보이탱고,3.0,,"1,037,810USD ","358,828,000원", 
25108,골든찬스,4.0,,"1,570,380USD ","101,880,000원", 
25109,브레인스피더,5.0,,"804,090USD ",0원, 
25110,포트스원,6.0,,"1,083,533USD ","30,450,000원", 
25111,베스트스톰,7.0,,"389,141USD ",,"159,877USD "
25112,레인,8.0,,"1,083,533USD ","125,768,000원", 
25113,나인아이,9.0,,"1,732,000USD ",,"13,507,000JPY "
25114,유롱스타,10.0,,"1,732,000USD ",,0
25115,카우보이킹,11.0,,"1,037,810USD ",,"76,012USD "
25116,황금파워,,,"568,629,000JPY ","104,050,000원", 
25117,엘리트파워,1.0,,"583,280USD ","156,911,000원", 
25118,구억마알,2.0,,"804,090USD ","44,154,000원", 
25119,블랙실버,3.0,,"58,610USD ",,"80,592USD "
25120,블레싱로드,4.0,,"339,984USD ","167,070,000원", 
25121,골드필드,5.0,,"339,984USD ",,"3,498USD "
25122,빅플랜,6.0,,"190,838USD ","76,500,000원", 
25123,새로운보배,7.0,,"315,015USD ",,"104,085USD "
25124,케이엔파워,8.0,,"583,280USD ",,"222,769USD "
25125,한강매직,9.0,,"770,496USD ",,"175,543USD "
25126,그린필스타,10.0,,"1,146,340USD ",,"35,560USD "
25127,화씨벽,11.0,,"3,084,278USD ","110,623,000원", 
25128,파티파워,12.0,,"51,814,000JPY ",,"8,278USD "
25129,대지의여인,1.0,,"274,382USD ",,"17,838USD "
25130,루이사,2.0,,"172,705,000JPY ","697,416,000원", 
25131,위즈모멘트,3.0,,"1,732,000USD ",,"17,980USD "
25132,장산바다,4.0,,"583,280USD ","58,130,000원", 
25133,파이팅히어로,5.0,,"742,640USD ",,"18,828USD "
25134,해들뫼,6.0,,"416,475,000JPY ",,"42,652USD "
25135,대군파워,7.0,,"922,180USD ",,0AUD 
25136,가온포스,8.0,,"51,475USD ","408,630,000원", 
25137,베스트라인,9.0,,"205,617USD ","116,400,000원", 
25138,스피드흑룡,10.0,,"210,553USD ",,"4,005USD "
25139,고고비,11.0,,"1,146,340USD ",,"40,820USD "
25140,역전의우승,12.0,,"583,280USD ",,"28,405USD "
25141,마이티팝,1.0,,"1,889,766USD ",,"7,198USD "
25142,남산시대,2.0,,"1,037,810USD ","511,781,000원", 
25143,엉클벨,3.0,,"1,031,596USD ",,0
25144,정상킹덤,4.0,,"3,307,278USD ",,"53,813CAD "
25145,장산탱크,5.0,,"3,924,648USD ",,"33,410USD "
25146,큐티바비,6.0,,"3,187,232USD ",,"66,215USD "
25147,빅야크,7.0,,"1,101,924USD ",, 
25148,라이오넷,8.0,,"794,855USD ",,"131,285USD "
25149,아메리칸포스원,9.0,,"794,855USD ",,"1,512USD "
25150,인듀어런스,10.0,,"1,570,380USD ","140,176,000원", 
25151,천사박,11.0,,"1,039,000USD ",,"18,519USD "
25152,에이스함성,1.0,,"612,935USD ",,"29,760USD "
25153,금아슈프림,2.0,,"1,503,825USD ",,"12,590USD "
25154,운외창천,3.0,,"58,610USD ","109,876,000원", 
25155,스타블레이드,4.0,,"804,090USD ","139,291,000원", 
25156,만세,5.0,,"2,765,800USD ",,"45,700USD "
25157,정상만세,6.0,,"493,755USD ","92,266,000원", 
25158,에이피파텍,7.0,,"4,941,513USD ","277,074,000원", 
25159,콰이어트아델,8.0,,"1,732,000USD ",,170USD 
25160,스트롱러너,9.0,,"416,475,000JPY ","39,730,000원", 
25161,페더럴킹,10.0,,"172,705,000JPY ",,0JPY 
25162,이천쌀,11.0,,"107,515USD ",,"148,315USD "
25163,드림패션,12.0,,"583,280USD ","140,923,000원", 
25164,마이티고,1.0,,"748,000USD ",,"5,930USD "
25165,큐피드가이,2.0,,"439,250USD ",,"78,614USD "
25166,위너골드,3.0,,"424,460USD ",,"4,900USD "
25167,울트라펀치,4.0,,"742,640USD ",,420USD 
25168,선더라이트,5.0,,"1,255,660USD ",,"14,834USD "
25169,야호스마트캣,6.0,,"568,086USD ","92,494,000원", 
25170,청담제왕,7.0,,"3,090,101USD ",,0
25171,페네트로,8.0,,"85,630,000JPY ",, 
25172,컴플리트스윕,9.0,,"274,382USD ","29,100,000원", 
25173,탭패션드,10.0,,"583,280USD ",,"51,158USD "
25174,해후,11.0,,"3,084,278USD ","45,600,000원", 
25175,파인팜,1.0,,"1,810,805USD ","176,030,000원", 
25176,라온더아리아,2.0,,"1,236,820USD ",,"94,117USD "
25177,캐시백,3.0,,"1,570,380USD ","76,500,000원", 
25178,노스몰선,4.0,,"1,037,810USD ","72,060,000원", 
25179,남산호랑이,5.0,,"416,475,000JPY ",,"51,487,000JPY "
25180,신주류,6.0,,"1,083,533USD ","144,950,000원", 
25181,초원의힘,7.0,,"905,434USD ","520,022,000원", 
25182,용암보스,8.0,,"1,037,810USD ",,"17,700USD "
25183,허니펀치,9.0,,"443,800USD ",,0
25184,로즈골드,10.0,,"3,187,232USD ","135,040,000원",0
25185,피엔에스린,11.0,,"1,037,810USD ",,"61,162USD "
25186,스마트하이,1.0,,"7,613,155USD ",,"96,189USD "
25187,넘버원타깃,2.0,,"1,810,805USD ",,760USD 
25188,루비캣,3.0,,"51,475USD ","408,630,000원", 
25189,큐피드원더,4.0,,"1,083,533USD ","181,674,000원", 
25190,은혜충만,5.0,,"274,382USD ",,"89,913USD "
25191,브이퀸,6.0,,"1,810,805USD ",,"6,459USD "
25192,뉴스마트,7.0,,"377,241USD ",,"110,520USD "
25193,트로트퀸,8.0,,"114,300USD ",,"243,390USD "
25194,제로백파이브,9.0,,"339,984USD ","103,000,000원", 
25195,플라잉바비,10.0,,"612,935USD ",,"66,215USD "
25196,골드카이저,11.0,,"1,103,496USD ","38,800,000원", 
25197,명진캔디,12.0,,"944,900USD ",,"88,825USD "
25198,럭셔리골드,13.0,,"3,084,278USD ",,"53,849USD "
25199,퍼펙트라이트,14.0,,"114,300USD ",,780USD 
25200,거센돌풍,1.0,,"1,103,496USD ",,"117,695USD "
25201,워리어선더,2.0,,"114,300USD ",,0
25202,더블테이크,3.0,,"1,103,496USD ","35,150,000원", 
25203,킹크러시,4.0,,"493,755USD ",,"42,690USD "
25204,포사포사,5.0,,"1,103,496USD ","266,851,000원", 
25205,코리아기적,6.0,,"1,810,805USD ","88,798,000원", 
25206,엠제이스톰,7.0,,"1,732,000USD ","396,150,000원", 
25207,로드에이스,8.0,"736,845,000원", ,"107,054,000원", 
25208,방탄여걸,9.0,,"1,503,825USD ",,"170,757USD "
25209,찬기참,10.0,,"1,570,380USD ","206,403,000원", 
25210,케이엔월드,11.0,,"583,280USD ",,0
25211,미스스피드,12.0,,"1,083,533USD ","77,120,000원", 
25212,스마티트렘,13.0,"603,215,000원", ,,"29,241USD "
25213,은혜가득,14.0,,"416,475,000JPY ","81,727,000원", 
25214,천지울림,1.0,,"210,553USD ",,"93,116USD "
25215,파이팅나우,2.0,,"51,475USD ",,"34,878USD "
25216,벌말대장,3.0,,"1,779,012USD ",,"19,245USD "
25217,장산레이저,4.0,,"1,732,000USD ",,"136,410USD "
25218,스타러시,5.0,,"2,494,490USD ",,"24,581USD "
25219,쿨프린세스,6.0,,"583,280USD ",,"36,875USD "
25220,마패봉,7.0,,"1,503,825USD ",, 
25221,선파이팅,8.0,,"1,570,380USD ",,0
25222,그레이캣,9.0,,"1,037,810USD ",,"20,390USD "
25223,논스톱위닝,10.0,,"695,299USD ",0원, 
25224,네버워크얼론,11.0,,"565,716USD ",,"38,063USD "
25225,고스트빌리지,12.0,,"2,232,830USD ",,"181,816USD "
25226,위너블루,1.0,,"583,280USD ","128,040,000원", 
25227,프린세스삭스,2.0,,"444,717USD ",,0
25228,매직주니어,3.0,"824,725,000원", ,"102,630,000원", 
25229,캡틴브라보,4.0,,"1,146,340USD ",,0
