,Unnamed: 0,순위,마번,중복제거마명,마명,산지,성별,연령,중량,레이팅,기수명,조교사명,마주명,도착차,마체중,단승,연승,장구현황
74,5,6,9,,부스터로켓,한,암,5세,52.5,30,김동수,최봉주,윤지중,¾,470(1),4.7,1.9,망사눈
75,6,7,4,,스타러시,한,수,5세,53.5,28,장추열,김동철,제주축협,목,454(3),17.8,2.9,망사
76,7,8,7,,원더풀캣,한,암,5세,*52,26,조한별,임채덕,♠(주)녹원목장,¾,437(-3),130.2,37,망사눈
77,8,9,14,,원더풀오렌지,한,암,5세,52,29,김효정,배대선,♠(주)녹원목장,½,450(-9),17.8,3.3,망사
78,9,10,3,,세명강자,한,암,5세,*52,25,하정훈,서정하,이기철,½,455(-1),89.8,15.3,"계란형큰,망사눈"
79,10,11,11,,컴플리트룰러,한,수,3세,54.5,31,정정희,박재우,♠장세준,½,559(-1),11.6,3,
80,11,12,8,,브레인스피더,한,암,6세,*52,21,부민호,서범석,이성헌,4,496(-5),105.7,15.6,
81,12,13,2,,아마로네,한,암,7세,*52,23,박상우,임봉춘,♠(주)나스카,8,440(-2),86.7,16.6,"망사눈,반가지큰"
82,13,14,6,,골디락스,한,수,5세,53,27,김태훈,조현수,♠윤우환,15,535(-4),80.5,21.2,"계란형큰,승인편자"
83,0,1,2,,엠제이베스트,한,수,4세,54.5,40,이혁,임봉춘,♠박정재,,488(4),4.1,1.8,"계란형큰,망사눈"
84,1,2,3,,티즈블랙,한,거,5세,56,43,장추열,우창구,유길상,4,482(-1),4,1.5,"망사눈,반가지큰"
85,2,3,1,,대완구,한,거,4세,53.5,38,유승완,김동균,♠김진영a,1½,455(3),5.2,1.8,망사
86,3,4,5,,블랙실버,한,암,5세,*52,38,이철경,서인석,홍상기,¾,449(3),22.3,5,계란형큰
87,4,5,13,,루미너스퀸,한,암,4세,53,41,김태훈,신삼영,♠손학봉,2,458(5),8.2,2.5,망사
88,5,6,12,,슈퍼엑톤,한,거,5세,53.5,38,정정희,강환민,♠삼정,머리,444(-1),10.9,2.8,망사
89,6,7,4,,글로벌럭키,미,암,5세,*52,36,방춘식,최상식,♠장재형,코,417(-3),72.6,15.1,망사눈
90,7,8,14,,대산특급,한,수,4세,52,37,(-1)임다빈,구자흥,말사모,1¼,464(-1),5.2,2.7,"망사눈,자극판+,반가지큰-"
91,8,9,8,,글로벌선,한,암,5세,52,39,김동수,최상식,♠장재형,목,458(5),41.2,5.8,"망사,혀끈"
92,9,10,6,,에이스캔트,한,거,7세,53,37,다비드,박윤규,김지훈,1,491(3),83.3,12.1,승인편자
93,10,11,11,,천마투데이,한,암,4세,*52,36,김정준,배대선,♠박웅진,코,442(-12),43,8.5,"계란형큰,망사"
94,11,12,7,,일마레,한,수,6세,53,37,부민호,서범석,♠카도노 시게오,4,453(2),31,7.4,"계란형큰,망사눈"
95,12,13,9,,정문지존,한,거,4세,53,37,박을운,홍대유,♠김재영b,1,517(3),72.6,12.2,
96,13,,10,,명진데이,한,수,4세,56,43,문성혁,전승규,♠정은섭,출전취소,0,----,----,"Triabit ,망사눈"
97,0,1,9,,럭키영,미,거,4세,52,38,김동수,전승규,♠럭키팜,,483(-12),4,1.9,"눈가면,자극판"
98,1,2,1,,천년의바람,한,거,6세,*52,35,박상우,임봉춘,♠류화영,6,498(-1),44.1,4.8,계란형큰
99,2,3,2,,어마무시,미,거,5세,53,40,조한별,안병기,♠우태율,4,509(-1),36.4,8.9,망사
100,3,4,6,,문학파로아,미,수,4세,*52,36,방춘식,박종곤,♠에스지이건설,½,513(-2),50.1,10.6,망사눈
101,4,5,8,,천군,미,거,5세,54,42,이철경,이관호,♠황은호,½,454(-5),8,2.1,"계란형큰,망사눈"
102,5,6,10,,백스핀,한,암,6세,*52,38,김정준,이관호,♠이경희,코,449(-5),50.8,8.1,"계란형큰,눈가면"
103,6,7,5,,시선집중,한,거,5세,52.5,39,박을운,조현수,이대만,½,475(-1),3.9,1.4,
104,7,8,3,,장산탱크,미,거,5세,56.5,47,다비드,최용건,♠김병진,1¾,517(-2),18.2,3.8,"계란형큰,망사눈"
105,8,9,4,,조이풀케이,한,암,5세,53,44,최범현,강환민,♠강경운,½,466(1),3,1.7,"계란형큰,망사"
106,9,10,12,,선포레,미,거,5세,51,36,(-1)임다빈,서인석,서상주,2,454(-1),81.1,8,"계란형큰,망사눈"
107,10,11,11,,은어축제,미,수,5세,52,38,정정희,박재우,♠럭키팜,9,504(-6),9.6,2.7,망사눈
108,11,12,7,,장산스타트,미,거,5세,51,36,김용근,토니,♠김병진,6,464(1),57.4,6.5,"계란형큰,망사눈,혀끈"
109,0,1,7,,스팟플래터,한,수,4세,54,57,함완식,김동균,♠박준배,,485(1),3.2,1.4,
110,1,2,1,,스테디챔피언,한,수,4세,53,55,박을운,김점오,♠신우철,¾,502(-1),4.1,1.6,"계란형큰,망사"
111,2,3,3,,스카이돌풍,한,수,7세,52.5,54,김효정,송문길,♠김태성,2½,485(3),184.3,12.6,망사눈
112,3,4,5,,라온더스퍼트,한,암,3세,*52,54,이혁,박종곤,♠라온산업개발(주),머리,465(8),3.7,1.7,망사눈
113,4,5,2,,에이피파텍,한,수,5세,*52,51,부민호,서범석,♠카도노 시게오,½,468(-9),23,4.2,"계란형큰,눈가면"
114,5,6,11,,해들뫼,한,거,6세,53.5,56,장추열,정호익,♠박남성,목,514(-1),81.8,7.1,망사눈
115,6,7,12,,정문볼트,한,수,5세,*52,52,김용근,홍대유,♠김재영b,코,467(-6),10.8,2.9,망사눈
116,7,8,10,,대군파워,한,거,6세,51,51,(-3)김아현,구자흥,♠표종순,목,464(6),264.4,25.4,"계란형큰,망사,혀끈"
117,8,9,13,,룰브레이커,한,수,6세,53,55,박병윤,서정하,♠오종택,2,480(-6),379.6,44.6,
118,9,10,6,,백색광채,한,거,6세,58,65,최범현,배대선,미리내,3,485(-8),5.2,1.9,망사
119,10,11,8,,러닝복스,한,암,6세,*52,52,김동수,최봉주,♠오종환,1,451(-2),305,34.3,망사눈
120,11,12,14,,제왕의별,한,수,7세,58,65,이철경,임채덕,♠(주)녹원목장,¾,455(-4),88.7,9.3,"망사눈,승인편자,자극판"
121,12,13,9,,장산바다,한,수,5세,58,65,안토니오,토니,♠김형란,½,457(-2),18.5,4.1,"계란형큰,망사눈,승인편자,혀끈"
122,13,14,4,,리틀보이플래시,미,거,6세,*52,51,방춘식,박윤규,♠박덕희,5,521(4),229.5,24,눈가면
123,0,1,3,,마이티후,미,수,4세,56,60,다비드,서홍수,♠조병태,,507(-4),7.7,2.3,
124,1,2,11,,센스쟁이,미,거,6세,56,63,조한별,안병기,김종철,3,495(7),43.2,5.7,망사
125,2,3,1,,큐피드베이브,뉴,거,5세,56,52,이혁,신삼영,♠서순배,1¼,475(3),19.9,4.1,계란형큰
126,3,4,6,,에이스함성,한,수,5세,56,52,함완식,이관호,♠황의영,코,489(0),37.9,4.4,"계란형큰,망사눈"
127,4,5,2,,최강게임,한,수,4세,56,58,장추열,전승규,♠이강운,½,500(4),1.4,1,"Triabit ,망사"
128,5,6,13,,말리부진저,미,거,7세,56,57,박병윤,이신영,♠정영식,¾,491(-6),361.2,21.7,망사
129,6,7,9,,돌아온뽀빠이,미,거,5세,56,63,김용근,최용구,이영해,4,514(-3),24.2,3.5,"계란형큰,망사눈"
130,7,8,5,,록라인,한,수,5세,56,59,김정준,최영주,소태영,¾,495(-4),47.1,4.8,
131,8,9,8,,빅트리플,미,거,5세,56,54,안토니오,강환민,♠이종원,1,483(10),25.3,3.5,망사눈
132,9,10,10,,디스챌린지,미,거,4세,56,51,빅투아르,서인석,♠최상기,1¼,455(11),144.2,10.9,
133,10,11,12,,어디가나,한,암,4세,54,63,유승완,김윤섭,♠에스지이건설,2,512(-4),5.5,1.8,망사눈
134,11,12,4,,블루마카롱,미,암,5세,54,61,박을운,김동철,♠최병욱,머리,456(-6),144.2,13.6,망사눈
135,12,13,14,,문학드림,미,수,5세,56,52,최범현,박종곤,♠권경자,½,492(4),84,13,"Triabit +,망사눈,반가지큰-"
136,13,14,7,,황금럭키,미,수,5세,56,52,박현우,임봉춘,♠송진석,½,540(0),255.5,26.7,승인편자+
137,0,1,13,,라온더파이터,한,수,4세,54,120,이혁,박종곤,♠라온산업개발(주),,486(-2),1,1.1,망사눈
138,1,2,5,,딕시어게인,한,거,6세,51,81,(-1)임다빈,이신영,♠정영식,8,495(-6),63.6,3.9,"망사,승인편자"
139,2,3,9,,마이티고,미,거,5세,51,103,다비드,서홍수,♠조병태,목,472(3),20.3,2.1,계란형큰
140,3,4,7,,레전드데이,미,수,4세,*52,87,김동수,정호익,♠양순희,1,500(5),25,1.8,망사눈
141,4,5,8,,청담지니,미,거,6세,51,94,김용근,토니,♠삼정,머리,501(-4),65.5,11.6,"계란형큰,눈가면,혀끈"
142,5,6,1,,탭패션드,미,거,7세,*52,81,유승완,김동균,♠김진영a,½,465(25),115.2,23.7,"망사눈+,망사-"
143,6,7,10,,모르피스,미,거,7세,59,130,빅투아르,이관호,♠박남성,목,510(-3),44.1,2.9,"계란형큰,망사눈"
144,7,8,3,,스프링백,미,거,6세,*52,109,정정희,안병기,♠(주)디알엠씨티,1¼,514(8),36.5,3,망사눈
145,8,9,6,,개나리송,한,거,6세,*52,90,김정준,박대흥,김원숙,½,515(-7),73.4,7.9,"망사,승인편자+"
146,9,10,12,,마스크,한,수,7세,*52,97,이철경,임봉춘,김진태a,½,497(12),131.4,12.8,망사눈
147,10,11,11,,글로벌캡틴,미,수,6세,*52,115,장추열,정호익,♠장재형,목,510(10),25.3,3.5,"JR러깅,망사눈"
148,11,12,2,,하바나찰리,미,거,6세,*52,94,조한별,최용구,♠강무웅,1¼,531(0),126,15.5,"망사눈+,반가지큰,혀끈+,눈가면-"
149,12,13,4,,선라이팅,미,수,7세,*52,96,부민호,서범석,이신근,2,528(9),76,5.6,망사눈
0,0,1,4,,팀임팩트,한,수,3세,56,,김용근,이준철,♠박재홍,,492(11),15.9,3.1,망사눈
1,1,2,13,,클레어베스트,한,수,3세,56,,김정준,송문길,♠박민지,6,501(18),7.8,2.3,
2,2,3,8,,글로벌보배,한,수,3세,56,,김동수,최상식,♠장재형,½,434(3),7,1.8,망사눈
3,3,4,6,,콩코드퀸,한,암,3세,54,,송재철,안병기,김순건,3,504(1),6.2,2.1,"망사눈,계란형큰-"
4,4,5,2,,남산호랑이,한,수,3세,56,,빅투아르,리카디,♠이기선,2½,491(-3),2.3,1.2,"계란형큰,망사눈+,혀끈+,양털코-"
5,5,6,3,,에이스플랜,한,수,3세,56,,함완식,홍대유,♠황봉기,1¾,493(0),3.9,1.5,망사눈
6,6,7,7,,송암아치걸,한,암,3세,54,,정정희,강환민,♠송암축산,½,453(5),111.6,14.5,"망사+,계란형큰-,망사눈-"
7,7,8,9,,나올세상,한,암,3세,54,,문성혁,서인석,♠이경호a,2½,443(-5),58.4,8.1,
8,8,9,5,,뉴청파,한,수,3세,55,,(-1)임다빈,최영주,김창국,2,463(0),172.7,41.2,망사눈
9,9,10,11,,체인저,한,거,3세,56,,김태훈,박천서,천병득,¾,482(-5),40.5,6.4,"눈가면+,자극판,망사눈-"
10,10,11,1,,로즈골드,한,거,3세,56,,김옥성,임채덕,황혜정,8,454(-12),173.6,26.6,"망사눈,계란형큰-"
11,11,12,10,,피엔에스싱,한,암,3세,54,,박상우,배휴준,♠피엔에스홈즈,7,451(-1),367.3,24.2,망사
12,12,13,12,,엔비전사,한,수,3세,56,,조한별,이관호,♠김용래,목,496(0),367.3,58.3,"망사눈,반가지큰"
13,0,1,6,,라이징호크,한,암,3세,54,,다비드,리카디,♠홍종철,,463(-1),6.7,1.7,"계란형큰,혀끈"
14,1,2,3,,햇무리,한,거,3세,56,,최범현,곽영효,김조은,1¼,509(-7),3,1.5,"계란형큰,망사눈+"
15,2,3,2,,베스트전사,한,수,3세,56,,빅투아르,박재우,♠박정재,목,499(-4),20.1,4.2,망사
16,3,4,10,,케이엔스케치,한,수,3세,56,,김정준,박대흥,♠조경수,5,496(-2),7,1.9,"망사눈+,망사-"
17,4,5,11,,모닝파이브,한,암,3세,54,,이현종,서인석,♠최상일,1¾,428(-1),28.3,4.1,
18,5,6,8,,불의질주,한,수,3세,55,,(-1)임다빈,임채덕,♠황경호,1½,490(-9),55.2,11,"가지+,망사눈"
19,6,7,4,,머스탱파워,한,수,3세,56,,송재철,강환민,이영성,3,471(-2),2.8,1.3,"계란형큰,망사"
20,7,8,13,,나올킹,한,수,3세,56,,박을운,심승태,♠이경호a,2,515(-5),21.4,4.9,"계란형큰,망사눈+"
21,8,9,5,,매직신화,한,수,3세,56,,함완식,최영주,김근영,1,474(2),107.8,39.2,
22,9,10,9,,피엔에스더킹,한,거,3세,56,,김옥성,손영표,♠피엔에스커튼월,2½,502(-1),117,24.5,망사
23,10,11,12,,동방사기,한,암,3세,54,,유승완,김윤섭,♠함평제일,3,487(-3),72.3,22.5,눈가면
24,11,12,7,,거센강자,한,암,3세,54,,이용호,이신영,♠강석대,5,461(-5),97.8,14.4,
25,12,13,1,,영블러드,한,수,3세,56,,문성혁,김동철,♠김선식,47,475(-1),13.1,3.7,"망사+,반가지큰"
26,0,1,7,,메이블레이드,한,암,3세,54,,김용근,이준철,♠김형란,,433(2),3.6,1.7,눈가면
27,1,2,11,,원더풀우먼,한,암,4세,54.5,,빅투아르,조현수,♠김선식,2½,495(-3),4,1.5,"계란형큰,망사눈+,망사-"
28,2,3,5,,허니펀치,한,암,3세,54,,문성혁,김동균,김봉섭,4,485(-1),15,3.6,망사눈
29,3,4,1,,원더풀하와이,한,암,4세,54.5,,부민호,서범석,♠지대섭,1,401(1),4.5,1.9,망사눈
30,4,5,6,,헬로금성,한,암,5세,54.5,,박병윤,김윤섭,♠조창규,3,476(2),68.6,9.4,망사
31,5,6,9,,이스트매직,한,암,4세,54.5,,정정희,박재우,♠김영구,코,493(5),13.4,3.5,망사눈
32,6,7,12,,케이엔포스트,한,암,4세,54.5,,유승완,박대흥,♠조경수,2½,463(14),5.3,1.9,
33,7,8,4,,화려한미소,한,암,4세,54.5,,김정준,이신영,♠정영식,1,469(-4),11.1,2.7,혀보정큰
34,8,9,8,,천둥오름,한,암,3세,54,,김효정,토니,♠김광명,¾,410(6),75.8,19.5,"계란형큰,망사눈+,눈가면-"
35,9,10,3,,작두콩,한,암,3세,53,,(-1)임다빈,정호익,♠임한용,1,487(4),32.9,6.5,
36,10,11,2,,무지개공주,한,암,3세,54,,김태훈,박천서,♠김종진,1½,440(-11),97.1,14.5,"눈가면+,반가지큰+,망사눈-"
37,11,12,10,,매직글로리,한,암,3세,54,,이현종,서인석,♠최상일,2½,460(-5),63.8,7.8,망사눈
38,0,1,2,,스피드팔콘,한,암,3세,53,35,함완식,김동균,♠정기환,,482(0),1.4,1.2,망사눈
39,1,2,14,,중추부사,한,암,4세,55,30,다비드,강성오,♠김기종,8,457(-6),23.8,3,"계란형큰,망사눈"
40,2,3,10,,불의꽃,한,암,3세,52,28,(-1)임다빈,임채덕,♠황경호,1,484(-1),14.1,4.3,"망사눈,승인편자+"
41,3,4,13,,스마트하이,한,암,4세,55,32,유승완,최용건,김창호,목,488(-3),9.7,2,
42,4,5,9,,골드스파이크,한,암,4세,55,32,송재철,송문길,박복용,1¾,480(-11),16.5,2.2,망사눈
43,5,6,6,,온리위너,한,암,5세,55,25,김정준,송문길,♠손병철,코,436(-10),59.9,11.2,
44,6,7,12,,정상제트,한,암,3세,53,30,먼로,박희철,♠정동진,1½,465(-2),63.2,10.5,"계란형큰+,망사눈+,눈가면-"
45,7,8,8,,함평여왕,한,암,3세,53,29,김옥성,최영주,♠함평제일,¾,472(3),47.9,6.7,
46,8,9,5,,원더풀샘,한,암,4세,55,30,김용근,박희철,윤훈열,1,477(-22),87.5,11.7,"계란형큰,눈가면"
47,9,10,1,,폴카,한,암,5세,55,27,문성혁,조현수,정광화,목,442(0),71.8,20.7,"계란형큰,망사눈"
48,10,11,3,,라스트펀치,한,암,3세,53,29,최범현,곽영효,♠강승연,2,453(8),16,2.8,망사눈
49,11,12,11,,해피삭스,한,암,4세,55,32,김동수,강환민,♠김창식,½,457(-3),11.7,2.6,망사눈
50,12,13,7,,모닝뉴스,한,암,4세,55,28,김효정,최용건,♠(주)나스카,4,459(2),120.4,16.1,"계란형큰,망사눈+,망사-"
51,13,14,4,,골든찬스,한,암,4세,55,24,조한별,배휴준,양현모,10,512(-10),43,9.1,계란형큰
52,0,1,4,,태양타고,한,암,4세,51,27,(-3)김아현,지용철,♠최성룡,,412(-1),20.7,5.7,망사눈
53,1,2,7,,매직조이,한,거,4세,56.5,34,이현종,서인석,♠최상기,1½,528(0),3.9,1.6,"계란형큰,눈가면"
54,2,3,11,,타이탄삭스,한,수,3세,54,30,먼로,이신영,♠김창식,1½,489(0),4.9,1.5,망사눈+
55,3,4,12,,머니가락,한,거,4세,54.5,30,김효정,배대선,박상헌,1,445(0),7.8,2.6,망사
56,4,5,3,,좋은관계,한,수,4세,54,29,유승완,신삼영,유영준,1¼,502(5),7.1,2.6,"눈가면+,망사-"
57,5,6,2,,아델나래,한,거,4세,56,33,송재철,송문길,♠이종훈,½,497(-1),27.7,7.3,"망사+,망사눈-"
58,6,7,8,,정문폭주,한,수,4세,55,31,이용호,홍대유,♠김재영b,¾,510(6),63,11.6,망사
59,7,8,6,,금성맨,한,수,3세,54,30,박병윤,김윤섭,♠조창규,3,486(-4),23.5,5.7,망사
60,8,9,9,,세명나래,한,암,4세,52,29,김옥성,배휴준,이기철,½,478(-8),22.4,6,"계란형큰,눈가면"
61,9,10,5,,벼락,한,수,3세,54,30,최범현,안해양,♠공이공팔,6,496(7),5.9,1.9,
62,10,11,10,,논스톱위닝,한,거,6세,54,29,박상우,유재길,♠태희종합건설,2½,452(1),45.7,11,망사눈
63,11,12,1,,멋진기록,한,수,3세,53.5,31,(-1)임다빈,박윤규,정기찬,1½,513(-5),7.2,3,
64,0,1,11,,인천캡틴,미,수,6세,55,45,(-1)임다빈,정호익,♠에스지이건설,,496(3),4.7,1.8,망사
65,1,2,4,,초토마,한,거,5세,56,36,문성혁,전승규,♠박남성,¾,472(-9),4.1,1.8,"Triabit ,망사눈"
66,2,3,3,,문학엠파이어,미,거,5세,56,47,김동수,정호익,♠권경자,1¼,505(-4),18.5,4.9,
67,3,4,10,,라이오넷,미,암,4세,54,36,이현종,서인석,♠최상기,1½,472(-12),36.8,5.2,눈가면
68,4,5,7,,유니콘브라보,미,수,4세,56,47,최범현,최용구,♠권태석,¾,489(-3),10.1,4.2,"계란형큰,망사눈"
69,5,6,5,,사려니퍼스트,한,수,3세,54,37,이용호,이신영,♠오영익,목,482(2),4.9,1.6,"계란형큰+,망사"
70,6,7,13,,엘리트라인,미,수,5세,56,47,송재철,이희영,♠태희종합건설,¾,515(6),11.8,3.5,망사
71,7,8,8,,에이스파워풀,미,거,5세,56,35,김태훈,박윤규,민규동,목,467(7),56,18.1,망사눈
72,8,9,9,,킹덤스톰,미,거,4세,56,36,김옥성,손영표,♠양순희,1½,463(0),97.8,15.9,망사눈
73,9,10,12,,티케이데이,한,암,5세,54,44,박을운,김동철,♠김태권,목,524(1),37.3,11.6,"망사눈,반가지큰"
74,10,11,2,,더트서퍼,미,거,5세,56,48,박병윤,유재길,♠태립,2,476(-5),5.4,1.9,망사
75,11,12,6,,정상킹덤,미,수,5세,56,39,함완식,박희철,♠정동진,2,521(3),39.3,5.5,계란형큰
76,12,13,1,,굿센스,미,거,6세,56,39,빅투아르,박종곤,♠에스지이건설,코,499(-10),17.3,6.1,
77,0,1,3,,이스트임팩트,한,거,4세,57,48,정정희,박재우,♠김영구,,457(1),4.8,2.2,망사눈
78,1,2,10,,신의아들,한,수,4세,54.5,43,송재철,임봉춘,김진태a,2½,467(3),6.1,2.2,망사
79,2,3,1,,울트라킹,한,거,4세,54.5,43,유승완,안병기,♠조명식,½,488(2),5.7,2.1,망사눈
80,3,4,5,,구억마알,한,암,4세,*52,40,다비드,안해양,임흥호,코,458(-4),9.4,3.5,망사
81,4,5,8,,매직주니어,한,거,4세,54,42,이현종,서인석,♠최상기,3,436(0),4,1.6,"망사눈,코굴레"
82,5,6,13,,장산가드,한,수,4세,52,38,김용근,강환민,♠김병진,코,501(-4),18.8,4.4,"계란형큰,망사"
83,6,7,9,,크레이지탱크,한,수,4세,51.5,37,하정훈,신삼영,♠서창식,1¼,490(2),68.2,14.7,망사눈
84,7,8,6,,더블블랙,한,암,4세,*52,36,김효정,최용구,♠강무웅,½,492(-4),27.9,4.2,"계란형큰,망사눈,혀끈"
85,8,9,4,,머니실크,한,수,5세,53,40,최범현,배대선,이광수a,½,477(-6),45,10.2,망사눈
86,9,10,14,,화이트코멧,한,수,6세,54,44,(-1)임다빈,정호익,♠백국인,머리,511(9),85,13.1,망사눈
87,10,11,12,,파이팅대디,한,거,4세,57,48,김정준,최봉주,♠김정철,5,504(-7),7.8,3.4,
88,11,12,11,,광양으뜸,한,거,5세,53.5,41,문성혁,박윤규,퍼플라인,80,478(7),111.8,40.4,"망사,자극판"
89,12,,2,,원더케이,한,수,6세,*52,37,이용호,우창구,♠강경운,실격,483(-5),30.4,4.6,"Triabit ,망사눈"
90,13,,7,,거센돌풍,한,수,4세,*52,36,김동수,최상식,♠강석대,주행중지,478(-4),24.3,4.6,망사
91,0,1,11,,레이디켈리,한,암,5세,54,65,다비드,안해양,♠(주)인펨,,506(-9),25.8,4.5,
92,1,2,7,,위시미,한,암,5세,54,65,정정희,최용구,♠강무웅,¾,550(-10),2.2,1.4,"반가지큰,혀끈"
93,2,3,5,,루이사,한,암,5세,54,63,이용호,임봉춘,♠김철,1¾,475(0),3.5,1.3,망사
94,3,4,13,,탁트인,한,암,5세,54,52,김태훈,지용철,♠김광명,1¾,479(-3),89,11.9,망사눈
95,4,5,10,,파이팅히어로,한,거,6세,56,56,부민호,서범석,♠청팅콩,목,504(-4),23.3,3.5,"계란형큰,눈가면"
96,5,6,1,,제주의흑선,한,암,7세,54,51,김효정,서범석,♠무라카미 켄세이,머리,480(-8),66.9,10,"계란형큰,망사"
97,6,7,8,,열린문,한,수,5세,56,58,문성혁,서인석,♠김재성a,½,468(2),117.1,6.6,
98,7,8,3,,최강파티,한,거,6세,56,52,빅투아르,박병일,♠이강운,½,496(3),72.9,7.4,"계란형큰,눈가면"
99,8,9,2,,위즈모멘트,한,암,5세,54,62,송재철,송문길,♠최몽주,1,533(-7),3.2,1.4,망사
100,9,10,9,,루킹굿,한,수,6세,56,64,김용근,전승규,♠신우철,2,486(-13),36.1,4.5,"계란형큰,눈가면,혀끈"
101,10,11,4,,베스트라인,한,수,6세,56,58,박을운,이희영,이진경,3,514(7),51.3,6.3,
102,11,11,12,,라온라이트맨,한,거,5세,56,53,유승완,안병기,손광섭,동순위,472(0),66.5,8.4,"계란형큰,망사눈"
103,12,13,6,,황금주머니,한,거,7세,56,51,방춘식,김점오,박성하,2½,491(2),139,18.2,망사눈
104,0,1,5,,장산클리어,미,거,4세,55.5,74,먼로,강환민,♠김병진,,538(-7),1.7,1.1,"계란형큰,망사눈,혀끈"
105,1,2,7,,클린업해피,한,거,5세,54,71,빅투아르,박재우,씨유네트워크,4,522(0),3.6,1.4,"망사눈,혀끈"
106,2,3,8,,찰리스타일,미,수,5세,55.5,74,송재철,임봉춘,♠(주)나스카,1¾,537(0),33.8,5.1,"망사눈,반가지큰"
107,3,4,1,,고업,한,암,5세,*52,66,박을운,이희영,♠김정성,목,563(13),7.2,2.2,
108,4,5,12,,위너브라운,한,수,6세,56.5,76,문성혁,전승규,♠손병현,1,505(-3),19.9,3.2,망사
109,5,6,9,,플로리다파워,미,암,6세,53,73,김용근,이신영,♠태립,3,494(-7),43.3,3.7,"망사눈,승인편자"
110,6,7,13,,큐피드미션,미,수,5세,58,79,유승완,서범석,♠서순배,½,475(4),39.2,8.6,계란형큰
111,7,8,4,,스피돔,미,거,5세,53,69,최범현,최용구,♠강무웅,2,511(7),49.5,7.5,"계란형큰,망사눈"
112,8,9,2,,싱싱메리,미,암,6세,*52,66,김옥성,배휴준,전석호,1¼,469(-10),29.2,7.8,"망사,혀끈"
113,9,10,3,,원더풀트루스,한,암,6세,52,71,다비드,서홍수,지경미,코,459(7),121.1,8.2,
114,10,11,11,,멋진왕자,미,수,5세,52.5,68,정정희,박윤규,정기찬,머리,511(3),65.8,17.5,
115,11,12,10,,문학보스,미,거,5세,53.5,70,김정준,박종곤,♠권경자,¾,466(0),114.9,5.3,
116,12,13,14,,럭키법전,한,수,5세,55,73,이현종,박재우,♠럭키팜,1¼,511(-2),59.9,7.4,망사눈
117,13,14,6,,인천치프,미,수,6세,51,67,(-1)임다빈,정호익,♠황봉기,4,499(1),200,43.9,망사눈
0,0,1,6,,큐피드웨이,한,암,3세,54,,부민호,서범석,♠서순배,,458(0),1.3,1,계란형큰
1,1,2,3,,메니에이스,한,암,3세,54,,최범현,곽영효,♠나기두,4,466(-2),11.8,2.3,망사눈
2,2,3,9,,송암베스트,한,암,3세,54,,이현종,강환민,♠송암축산,5,435(0),20.9,2.2,
3,3,4,10,,신한특송,한,암,3세,54,,김정준,배대선,부준혁,2½,527(13),27.9,4.5,"계란형큰+,망사+"
4,4,5,8,,머스탱참,한,암,3세,54,,함완식,김동철,♠김세민,3,483(-4),49,3.9,망사
5,5,6,12,,돌배,한,암,3세,54,,김용근,최상식,♠임한용,목,464(4),8,1.7,망사
6,6,7,13,,생일선물,한,암,3세,54,,조한별,안병기,♠우태율,1½,433(-8),25.8,4.2,망사눈
7,7,8,4,,연희사랑,한,암,3세,54,,김옥성,홍대유,김인호,1¼,474(-8),106.6,30,
8,8,9,2,,터프여제,한,암,3세,53,,(-1)임다빈,정호익,♠김광명,¾,491(-5),148.7,45.3,양털코
9,9,10,14,,태산아치,한,암,3세,54,,하정훈,이준철,♠이종욱,2,445(8),44.8,13.5,망사눈
10,10,11,1,,미스클레버,한,암,3세,54,,문성혁,전승규,♠신우철,¾,483(-12),59.3,10,"망사,혀끈"
11,11,12,5,,엠제이타임,한,암,3세,54,,정정희,박재우,♠박정재,1½,469(12),30.9,4.1,"망사눈+,망사-"
12,12,13,7,,스피어퀸,한,암,3세,54,,김태훈,유재길,♠김수경,코,444(4),91.6,15.3,망사
13,13,14,11,,은혜가문,한,암,3세,54,,조상범,최용구,강태구,9,450(1),178.5,55.6,"계란형큰+,망사"
14,0,1,11,,런던스카이,한,수,3세,56,,김효정,안해양,임현성,,459(-8),6,1.7,망사눈
15,1,2,5,,펀크레이지,한,수,3세,56,,김용근,전승규,전영애,1¾,478(-14),22.4,5.2,"계란형큰,눈가면"
16,2,3,3,,다운더존,한,암,3세,54,,함완식,김동균,♠양순희,2,431(-12),59.1,16,망사눈
17,3,4,12,,문학포리스트,한,수,4세,56.5,,빅투아르,박재우,♠황봉기,코,509(0),5.9,2,망사눈
18,4,5,1,,슈퍼다이아,한,암,3세,54,,정정희,리카디,♠김아라,½,489(1),2.2,1.2,
19,5,6,4,,걸작맨,한,거,4세,56.5,,문성혁,박윤규,♠박덕희,목,495(12),16.1,3.3,"계란형큰,눈가면"
20,6,7,6,,용암보스,한,수,3세,56,,유승완,곽영효,♠나기두,1¼,447(11),17.1,2.2,망사눈
21,7,8,2,,마루마,한,수,3세,56,,김정준,박대흥,♠(주)디알엠씨티,1¾,462(1),5.1,2.2,"계란형큰,망사"
22,8,9,9,,스마트별,한,암,3세,54,,박을운,조현수,김조은,½,445(1),16.3,3.4,"계란형큰,망사"
23,9,10,8,,피엔에스얀,한,암,3세,54,,김태훈,손영표,♠피엔에스홈즈,7,493(-4),128.6,29.3,망사
