name,ranked,fw,fd,mw,md
남산호랑이,5,,"416,475,000JPY ",,"51,487,000JPY "
신주류,6,,"1,083,533USD ","144,950,000원", 
초원의힘,7,,"905,434USD ","520,022,000원", 
용암보스,8,,"1,037,810USD ",,"17,700USD "
허니펀치,9,,"443,800USD ",,0
로즈골드,10,,"3,187,232USD ","135,040,000원",0
피엔에스린,11,,"1,037,810USD ",,"61,162USD "
스마트하이,1,,"7,613,155USD ",,"96,189USD "
넘버원타깃,2,,"1,810,805USD ",,760USD 
루비캣,3,,"51,475USD ","408,630,000원", 
큐피드원더,4,,"1,083,533USD ","181,674,000원", 
은혜충만,5,,"274,382USD ",,"89,913USD "
브이퀸,6,,"1,810,805USD ",,"6,459USD "
뉴스마트,7,,"377,241USD ",,"110,520USD "
트로트퀸,8,,"114,300USD ",,"243,390USD "
제로백파이브,9,,"339,984USD ","103,000,000원", 
플라잉바비,10,,"612,935USD ",,"66,215USD "
골드카이저,11,,"1,103,496USD ","38,800,000원", 
명진캔디,12,,"944,900USD ",,"88,825USD "
럭셔리골드,13,,"3,084,278USD ",,"53,849USD "
퍼펙트라이트,14,,"114,300USD ",,780USD 
거센돌풍,1,,"1,103,496USD ",,"117,695USD "
워리어선더,2,,"114,300USD ",,0
더블테이크,3,,"1,103,496USD ","35,150,000원", 
킹크러시,4,,"493,755USD ",,"42,690USD "
포사포사,5,,"1,103,496USD ","266,851,000원", 
코리아기적,6,,"1,810,805USD ","88,798,000원", 
엠제이스톰,7,,"1,732,000USD ","396,150,000원", 
로드에이스,8,"736,845,000원", ,"107,054,000원", 
방탄여걸,9,,"1,503,825USD ",,"170,757USD "
찬기참,10,,"1,570,380USD ","206,403,000원", 
케이엔월드,11,,"583,280USD ",,0
미스스피드,12,,"1,083,533USD ","77,120,000원", 
스마티트렘,13,"603,215,000원", ,,"29,241USD "
은혜가득,14,,"416,475,000JPY ","81,727,000원", 
천지울림,1,,"210,553USD ",,"93,116USD "
파이팅나우,2,,"51,475USD ",,"34,878USD "
벌말대장,3,,"1,779,012USD ",,"19,245USD "
장산레이저,4,,"1,732,000USD ",,"136,410USD "
스타러시,5,,"2,494,490USD ",,"24,581USD "
쿨프린세스,6,,"583,280USD ",,"36,875USD "
마패봉,7,,"1,503,825USD ",, 
선파이팅,8,,"1,570,380USD ",,0
그레이캣,9,,"1,037,810USD ",,"20,390USD "
논스톱위닝,10,,"695,299USD ",0원, 
네버워크얼론,11,,"565,716USD ",,"38,063USD "
고스트빌리지,12,,"2,232,830USD ",,"181,816USD "
위너블루,1,,"583,280USD ","128,040,000원", 
프린세스삭스,2,,"444,717USD ",,0
매직주니어,3,"824,725,000원", ,"102,630,000원", 
캡틴브라보,4,,"1,146,340USD ",,0
메니골드,5,,"1,732,000USD ",,"53,849USD "
페더럴아이,6,,"172,705,000JPY ",,"510,000JPY "
베스트마루,7,,"3,000USD ","167,687,000원",0
빅토리카,8,,"1,779,012USD ","508,055,000원", 
퍼스트드림,9,,"915,075USD ",,"168,089USD "
컴플리트룰러,10,,"51,475USD ",,"21,540USD "
리멤버웬,11,,"1,570,380USD ",,0
특권,12,,"1,779,012USD ",,"90,176USD "
더트서퍼,1,,"3,307,278USD ",,"221,283USD "
별나라질주,2,,"526,250USD ",,"44,770USD "
문학파이어,3,,"385,807USD ",,0
두손멍군,4,,"134,035USD ",,"2,460USD "
제이에스군황,5,,"623,000USD ",,"99,631USD "
선더타임,6,,"734,254USD ",,"8,290USD "
청춘비바,7,,"1,104,040USD ",, 
피노시스터,8,,"2,612,516USD ",,0
문학스트롱,9,,"529,566USD ",,"118,360USD "
문학태핏,10,,"143,833USD ",,"38,280USD "
파노라마선,11,,"148,815USD ",, 
팰리스퀸,12,,"1,586,550USD ",,0
모스트스피드,1,,"172,705,000JPY ","105,693,000원", 
베스트타임,2,,"377,241USD ",,0USD 
글로벌선,3,,"1,810,805USD ",0원, 
포에버원,4,,"612,935USD ","23,400,000원", 
그린와트,5,,"1,243,500USD ",,0
강서프린세스,6,,"794,855USD ",,0
광마힐,7,,"396,254USD ",0원, 
최고캠프,8,,"493,755USD ","82,258,000원", 
와와여장부,9,,"315,015USD ",,0
원앤온리,10,,"1,810,805USD ",,"11,100USD "
울트라시대,11,,"1,103,496USD ",,"1,140USD "
흥바라기,3,,"583,280USD ","41,800,000원", 
최강게임,4,,"905,434USD ",,"164,706USD "
치프인디,6,,"1,103,496USD ",,"123,939CAD "
스테디챔피언,7,,"254,672USD ","108,260,000원", 
볼트맨,1,,"1,380,200USD ",,"16,249USD "
글로벌삭스,2,,"742,640USD ",, 
흥록대부,3,,"301,500USD ",, 
로열엘비스,4,,"1,606,000USD ",,"41,637USD "
원더풀인디언,5,,"1,182,992USD ",,720USD 
장산미사일,6,,"3,924,648USD ",,"32,065USD "
센스쟁이,7,,"742,640USD ",,"10,490USD "
문학드림,8,,"794,855USD ",,"137,513USD "
에모리삭스,10,,"405,730USD ",,612USD 
케이엔에이스,11,,"811,400USD ",,0
황금럭키,12,,"1,031,596USD ",,"27,791USD "
파이널스타,1,,"4,383,200USD ",,0
아이스펀치,2,,"1,810,805USD ",,0
큐피드미션,3,,"1,284,949USD ",,"92,583USD "
클린업샤인,4,,"152,440USD ",,"121,880USD "
마크스토리,5,,"459,300USD ",,"227,350USD "
정조의꿈,7,,"114,300USD ",,880USD 
대박행진,8,,"439,250USD ",,"143,791USD "
마이호크,9,,"491,312USD ","116,080,000원", 
대디글로리,10,,"1,334,300USD ",,"5,939USD "
매치퀸,12,,"1,083,533USD ",,"82,046USD "
두손판타스틱,1,,"664,982USD ",,"9,050USD "
컴플리트럭키,2,,"1,732,000USD ",,"117,800USD "
라온더대쉬,3,,"339,984USD ","110,852,000원", 
아치메모리,4,,"832,744USD ","15,449,000원",0
적토성산,5,,"1,779,012USD ",,372USD 
스마트별,6,"2,426,805,000원", ,"60,694,000원", 
허밍버드,7,,"1,037,810USD ",,"82,046USD "
챔프스타일,8,,"583,280USD ","210,120,000원", 
동방의혼,9,,"3,084,278USD ","9,200,000원", 
논스톱알리,10,,"416,475,000JPY ",,"7,870USD "
사려니로키,11,,"1,037,810USD ","150,728,000원", 
이천아치,1,,"832,744USD ","6,776,000원", 
원더풀키티,2,,"617,310USD ",,"17,100AUD "
매직주드,3,"824,725,000원", ,"102,630,000원", 
피엔에스찬스,4,,"1,037,810USD ","511,781,000원", 
천지의빛,5,,"905,434USD ",,"19,245USD "
나올챔프,6,,"1,779,012USD ","51,491,000원", 
천스닥,7,,"339,984USD ","196,280,000원", 
금아위티,8,,"905,434USD ","4,800,000원", 
백일홍,9,,"1,570,380USD ","115,766,000원", 
슈퍼아이,10,,"1,103,496USD ","415,593,000원", 
럭키크라운,1,,"443,800USD ",,"103,052USD "
플렉스퀸,2,,"1,037,810USD ","250,660,000원", 
과천신세계,3,,"617,310USD ","223,267,000원", 
푸른요정,4,,"389,141USD ","181,420,000원", 
이스트매직,5,,"339,984USD ","182,976,000원", 
아이언로즈,6,,"1,083,533USD ","668,010,000원", 
금국화,7,,"1,037,810USD ","292,350,000원", 
벚꽃블레이드,8,,"617,310USD ","176,790,000원", 
라게르타,9,,"254,672USD ",,0
히트하트,10,,"339,984USD ","118,653,000원", 
정겨운,11,,"274,382USD ",,"34,560USD "
엘리트룰즈,12,,"3,084,278USD ",,"2,340USD "
어드밴스,13,,"1,694,180USD ",,0
데스크탑,1,,"114,300USD ",,0
바람과함께,2,,"1,810,805USD ",,0
메인오브킹,3,,"339,984USD ",,"2,500USD "
원더풀캣,4,,"4,941,513USD ","61,464,000원", 
리얼콩코드,5,,"669,260USD ",,"180,395USD "
퀸라이언,6,,"172,705,000JPY ",,"22,220,000JPY "
부케팔로스,7,"2,426,805,000원", ,"305,585,000원", 
마이리더,8,,"1,083,533USD ","116,080,000원", 
베스트빅뱅,9,,"1,037,810USD ",,"37,350USD "
최강돌진,10,,"493,755USD ","156,104,000원", 
원더풀파워,11,,"254,672USD ",,700USD 
선더소니아,12,,"1,732,000USD ","155,225,000원", 
멋진가람,13,,"3,545,062USD ",,0JPY 
인디라이트,14,,"1,103,496USD ",,"52,009USD "
누비강자,1,,"617,310USD ","270,345,000원", 
슈퍼버드,2,,"378,260USD ",,"84,117USD "
비엔토,3,,"1,810,805USD ",,"120,470USD "
갑오사랑해,4,,"1,503,825USD ",,"76,005USD "
블랙킹,5,,"339,984USD ",,0
불화산,6,,"1,810,805USD ",,0
빛나는질주,7,,"493,755USD ","149,965,000원", 
케이엔파크,8,,"1,037,810USD ",,"11,950USD "
그레이트아이,9,,"14,800,000JPY ",,"116,914,000JPY "
럭키밸리,10,,"905,434USD ","63,956,000원", 
강한여전사,11,,"1,083,533USD ","154,395,000원", 
킬라타스,12,,"114,300USD ",,0
엄청난걸,13,,"101,633USD ","66,230,000원", 
에이스댄싱,14,"451,805,000원", ,,"19,456USD "
원지,1,,"4,941,513USD ",,"148,914USD "
월영이,2,,"493,755USD ",,"6,459USD "
금아플로러스,3,,"1,732,000USD ",,"31,605USD "
아델머스탱,4,,"1,732,000USD ","325,130,000원", 
럭키마이더스,5,,"205,617USD ","115,419,000원", 
라온샹젤리,6,,"1,236,820USD ",,"7,000,000JPY "
드림펠라,7,,"1,103,496USD ","101,000,000원", 
미사일캔디,8,,"944,900USD ",,"34,560USD "
지산군,9,,"1,779,012USD ",,"61,640USD "
플라잉빅터,10,,"1,037,810USD ",,"12,567USD "
질주대로,1,"2,426,805,000원", ,"136,676,000원", 
어서와,2,,"1,037,810USD ",,0
쏘아라바바,3,,"1,037,810USD ",,"170,121USD "
조이오브킹,4,,"172,705,000JPY ",,"9,480USD "
어플리트마린,5,,"695,299USD ",,"130,150USD "
록파이터,6,,"1,570,380USD ","7,480,000원", 
대한챔프,7,,"1,503,825USD ",,0
정문최강,8,,"583,280USD ",,0
청산가세,9,"1,087,822,000원", ,"197,757,000원", 
마루캐슬,10,"76,502,000원", ,"77,630,000원", 
바디스타,11,,"612,935USD ",,"72,611USD "
퍼텐셜에너지,12,,"120,176USD ",,"9,860USD "
제이에스군주,1,,"866,428USD ",,"16,532USD "
피버디니,2,,"710,480USD ",,"219,266USD "
일보등천,3,,"633,076USD ",,"4,542USD "
돌격앞으로,4,,"32,400USD ",,750USD 
레이스로열,5,,"748,000USD ",, 
야무진독도,6,,"1,481,300USD ",,"20,130USD "
유니콘브라보,7,,"562,000USD ",,"23,070USD "
대군피닉스,8,,"1,359,274USD ",,"1,640USD "
히든돌풍,9,,"582,960USD ",, 
로렐파워,10,,"341,396USD ",, 
강남맨,11,,"748,000USD ",,0
탭다운,12,,"734,254USD ",, 
프리맥스,1,,"748,000USD ",,"124,571USD "
드림포레,2,,"3,090,101USD ",,"24,870USD "
글로벌신화,3,,"3,090,101USD ",,"283,267USD "
마이티붐,4,,"251,090USD ",,"1,410USD "
샤크짱,5,,"1,154,000USD ",,0
컴플리트캡틴,6,,"339,984USD ","46,605,000원", 
빅투더빅,8,,"1,065,147USD ",,"34,760USD "
장산골드,9,,"3,044,000USD ",,"83,550USD "
대군의창,10,,"239,229USD ",,"274,529USD "
맨해튼뮤직,11,,"6,169,800USD ",,365USD 
케이엔원더풀,1,,"254,672USD ",,"81,671USD "
초인강자,2,,"1,732,000USD ",,"117,578USD "
라스트보스,3,,"1,103,496USD ","44,398,500원", 
스트롱벌처,4,,"416,475,000JPY ",,"251,959USD "
제주의요정,5,,"493,755USD ","146,135,000원", 
동쪽글로리,6,,"1,083,533USD ",,"179,268USD "
그레이스퀸,8,,"3,084,278USD ","94,290,000원", 
카히나,9,,"3,187,232USD ",,"116,910USD "
심플스타일,10,,"51,475USD ","115,705,000원", 
스토미,11,,"114,300USD ",,"14,959USD "
제마특급,12,,"172,705,000JPY ","183,810,000원", 
참좋은친구,1,,"1,236,820USD ",,"12,553GBP "
천지지대,2,,"172,705,000JPY ","196,259,000원", 
질주에바다,3,,"1,083,533USD ",,330USD 
스피드갤럽,4,,"583,280USD ","156,911,000원", 
타이탄삭스,5,,"905,434USD ","9,426,000원", 
야무진왕초,6,,"443,800USD ",,0USD 
푸른빛깔,7,,"1,037,810USD ",,0
피엔에스갬블,8,,"1,146,340USD ",,"59,439USD "
사려니퍼스트,1,,"254,672USD ",,"76,672USD "
스마트전사,2,,"1,083,533USD ","8,400,000원", 
런던파워,3,,"583,280USD ",,0
비크레이지,4,,"1,037,810USD ",,0
댄스머신,5,,"1,083,533USD ",,"7,715USD "
천문,6,,"114,300USD ","19,476,000원", 
질주전사,7,,"1,810,805USD ",0원, 
라스트콜,8,,"1,779,012USD ","91,000,000원", 
인빅터스,9,,"669,260USD ",,0
동서여걸,10,,"1,037,810USD ","213,750,000원", 
골든스타,11,,"3,084,278USD ","148,460,000원", 
기적의힘,12,,"1,779,012USD ","50,583,000원", 
스타로즈,13,,"3,545,062USD ","112,984,000원", 
지금여기에,1,,"1,779,012USD ","539,152,000원", 
새내황제,2,,"1,810,805USD ","226,930,000원", 
태양타고,3,,"612,935USD ","485,085,000원", 
에이원킹,4,,"396,254USD ","18,126,000원", 
디바인파워,5,,"612,935USD ","18,080,000원", 
사우스반,6,,"274,382USD ","305,585,000원", 
하니,7,,"804,090USD ","118,483,000원", 
머니탑,8,"470,582,000원", ,"13,500,000원", 
토루크막토,9,,"1,083,533USD ","34,500,000원", 
엠제이돌풍,10,,"568,629,000JPY ","24,600,000원", 
티케파이어,1,"1,087,822,000원", ,,"1,100USD "
드림맥스,2,,"51,475USD ",0원,0
경부도령,3,"2,426,805,000원", ,"177,860,000원", 
피케이돌풍,4,"76,502,000원", ,"133,921,000원", 
발바투,5,,"1,810,805USD ","28,230,000원", 
러피언파크,6,,"1,503,825USD ",0원, 
마칼루파워,7,"130,428,000원", ,"69,936,000원", 
대지여걸,8,,"7,712,841USD ",0원, 
당대로얄,9,,"578,302,000JPY ","20,583,000원", 
이스트라이크,10,,"1,732,000USD ","358,828,000원", 
대용왕,11,,"1,083,533USD ","44,225,000원", 
원더풀케이,12,,"905,434USD ","113,350,000원", 
왕인행차,1,,"339,984USD ",,"182,974USD "
케이프렌지,2,,"1,732,000USD ",,"55,600USD "
골드스파이크,3,,"254,672USD ","363,840,000원", 
올드스페셜,4,,"583,280USD ","168,516,000원", 
멋진가이,5,,"568,086USD ","140,481,000원", 
아이스스타,6,,"1,083,533USD ",, 
라온더타이거,7,,"1,083,533USD ",,0
미르캡틴,8,,"568,629,000JPY ",0원, 
폴카,9,,"3,084,278USD ",,0
피케이로드,10,,"1,732,780USD ",,0
논스톱기상,11,,"1,103,496USD ","127,460,000원", 
월드포스,1,,"835,140USD ",,"47,060USD "
런던액티브,2,,"1,779,012USD ","69,300,000원", 
쇠와꽃,3,,"583,280USD ","84,660,000원", 
댄싱위드유,4,,"1,810,805USD ",,"14,925USD "
드림걸스,5,,"1,810,805USD ","100,200,000원", 
원더풀라이트,6,,"254,672USD ",,400CAD 
피렌체캐슬,7,"190,033,000원", ,"206,236,000원", 
선샤인특급,8,,"1,083,533USD ",,330USD 
시크릿보스,1,,"1,423,379USD ",,"38,471USD "
이스트임팩트,2,,"3,084,278USD ",,"39,095USD "
바이스로이,3,,"583,280USD ","195,970,000원", 
화이트코멧,4,,"254,672USD ",,"16,200AUD "
피렌체힐,5,,"493,755USD ","95,420,000원", 
머니챔프,6,"2,426,805,000원", ,, 
에이스캔트,7,,"516,977USD ",,"14,766USD "
브라운로즈,8,,"1,810,805USD ","413,351,000원", 
킹오브선데이,9,,"172,705,000JPY ","132,600,000원", 
언패럴렐드,10,,"339,984USD ","75,398,000원", 
에이투제트,11,,"3,084,278USD ","485,085,000원", 
홈커밍,12,,"1,290,734USD ",,"49,803USD "
드림노크,1,,"1,103,496USD ",,0
파이어로드,2,,"835,140USD ",,"26,846USD "
록라인,3,,"1,570,380USD ","134,698,000원", 
조이브라더,4,,"3,084,278USD ","368,522,000원", 
교룡득수,5,,"1,810,805USD ","539,152,000원", 
신의아들,6,,"1,732,000USD ",,"120,585USD "
바잉블레이드,7,,"1,037,810USD ",,"175,695USD "
스피드벨,8,,"205,617USD ",,"16,285USD "
마성질주,9,,"1,083,533USD ",,"99,616USD "
스피드이즈칸,10,,"315,015USD ",,"48,935USD "
비사연,11,,"274,382USD ",,0
불의퀸,12,,"565,716USD ",,0
레이디켈리,1,,"612,935USD ","90,960,000원",0
글로벌선더,2,,"804,090USD ","60,800,000원", 
탁트인,3,,"1,810,805USD ",,"21,790CAD "
호크행진곡,4,,"1,610,604USD ",, 
원더풀딕시,5,,"617,310USD ","37,665,000원", 
럭키봉성,6,,"1,810,805USD ",,"14,507USD "
제주의흑선,7,,"568,086USD ","90,960,000원",0
에이스솔롱고,8,,"339,984USD ",,"12,710USD "
최강팀,9,,"583,280USD ",,"7,400USD "
마이티후,1,,"1,304,800USD ",,"240,995USD "
싱그러운타임,2,,"1,732,000USD ","306,736,000원", 
정문에이스,3,,"1,243,500USD ",,"234,460CAD "
신의열매,4,,"3,647,000USD ",,"7,980USD "
문학럭키,5,,"3,312,950USD ",,"56,530USD "
글로벌럭키,6,,"1,936,000USD ",,"24,749USD "
럭키상운,7,,"583,280USD ",,0
로열함성,8,,"2,857,049USD ",, 
대디코잔,9,,"49,200USD ",, 
선포레,10,,"1,994,460USD ",,"34,734USD "
카일룸제왕,11,,"1,857,000USD ",,"43,148USD "
라온더골드,1,,"1,236,820USD ","186,740,000원",0원 
와일드삭스,2,,"1,810,805USD ","2,400,000원", 
플라잉골드,3,,"1,037,810USD ","41,250,000원", 
장산포이즌,4,,"185,213USD ",,"24,100USD "
빅비트,5,,"339,984USD ","104,090,000원", 
두손드라이브,6,,"1,810,805USD ",,"29,660USD "
메이블레이드,7,,"1,037,810USD ",,220USD 
생일선물,8,,"339,984USD ",,"226,990USD "
스마티대세,9,"603,215,000원", ,"191,740,000원", 
러너몬스터,10,,"274,382USD ","84,960,000원", 
인디언선샤인,11,,"568,086USD ","77,664,000원", 
아그리워,12,,"1,236,820USD ","246,720,000원", 
포에버칸,1,,"1,146,340USD ",,"105,004USD "
피엔에스골드,2,,"468,960USD ",,0
휘파람,3,,"172,705,000JPY ","190,561,000원", 
케이엔티즈원,4,,"254,672USD ",,"135,262USD "
쏘아라대로,5,"2,426,805,000원", ,,"207,440USD "
랠리퀸,6,,"1,037,810USD ",,"19,031USD "
거센광풍,7,,"1,037,810USD ",,"170,121USD "
서니블레이드,8,,"385,807USD ",,"46,180USD "
함평여왕,9,,"1,359,274USD ","274,440,000원", 
워프나인,10,,"58,610USD ","89,915,000원", 
화랑스토리,11,,"1,103,496USD ",,"105,904USD "
플라잉센걸,12,,"1,146,340USD ",,"7,715USD "
라온더특급,1,,"1,236,820USD ","184,260,000원", 
은혜,2,,"1,732,000USD ",,"17,838USD "
갈색향기,3,,"1,732,000USD ",,"38,876USD "
더페이버릿,4,,"1,810,805USD ",,0
피엔에스빌,5,,"1,586,550USD ",, 
햇무리,6,,"1,779,012USD ","189,800,000원", 
위너카이,7,,"587,586USD ","39,446,000원", 
천둥오름,8,,"172,705,000JPY ",,"146,226USD "
감곡선샤인,9,"1,220,375,000원", ,0원, 
마에스트로,1,,"1,779,012USD ",,"240,722USD "
천마비상,2,,"2,075,791USD ",,"10,165USD "
레드마운틴,3,,"905,434USD ",,"145,670USD "
케이엔특급,4,,"1,083,533USD ",,"73,410USD "
따뜻한빛,5,,"389,141USD ",,"39,370USD "
글로벌스톰,6,,"396,254USD ",,"2,575USD "
클라우터,7,,"1,083,533USD ","51,491,000원", 
뉴스마트,8,,"377,241USD ",,"110,520USD "
지산꽃,9,,"1,083,533USD ","1,200,000원", 
텐배거,1,,"1,037,810USD ","171,020,000원", 
문학포리스트,2,,"339,984USD ","248,970,000원",0
로스트워,3,,"2,170,340USD ",,"243,390USD "
빅에너지,4,,"1,037,810USD ",,"8,014USD "
컨트리로드,5,,"612,935USD ",,"31,270USD "
페페런,6,,"1,083,533USD ","103,855,000원", 
금성맨,7,,"205,617USD ","98,200,000원", 
투에이스,8,"451,805,000원", ,"59,300,000원", 
티케이플렉스,9,,"1,779,012USD ","48,500,000원", 
더퀸저스티스,1,,"1,732,000USD ","126,511,000원", 
메니피뮤직,2,,"1,732,000USD ",,0
쇼메이커,3,,"32,400USD ",,"1,878USD "
스피드팔콘,4,,"1,103,496USD ",, 
매직타이드,5,"824,725,000원", ,"242,767,000원", 
트루,6,"414,605,000원",0,"119,930,000원", 
블랙루키,7,,"583,280USD ",,"18,828USD "
모던베스트,8,,"389,141USD ","40,650,000원", 
해피먼스,9,,"695,299USD ","122,937,000원", 
프리마니케,10,,"928,000USD ",,"72,611USD "
대승퀸,11,,"1,810,805USD ","87,798,000원", 
일향달마,12,,"1,779,012USD ",,"17,698USD "
소울메리트,1,,"8,650,300USD ",,"19,705USD "
천지광풍,2,,"32,400USD ",,"79,474USD "
퀵실버키튼,3,,"2,075,791USD ",,325USD 
스킬맥스,4,,"1,065,147USD ",,"1,410USD "
럭키영,5,,"2,283,402USD ",,0
알렉산더원,6,,"941,936USD ",,"4,459USD "
남산러브,7,,"1,519,800USD ",,"37,832USD "
논스톱리워드,8,,"972,632USD ",,"181,906USD "
도깨비,9,,"1,586,550USD ",, 
프린스,10,,"2,765,800USD ",,0
글로리뷰,11,,"1,046,381USD ",, 
파워요트,12,,"326,400USD ",, 
라온더파이터,1,,"4,454,930USD ",,"94,117USD "
어마어마,2,,"301,500USD ",,"148,250USD "
모르피스,3,,"1,019,200USD ",,"134,571USD "
이스트제트,4,,"210,553USD ",,0
스프링백,5,,"794,855USD ",, 
글로벌캡틴,6,,"742,640USD ",,"81,114USD "
엠제이파워,8,,"598,786USD ",,0
하바나찰리,9,,"251,090USD ",,"23,330USD "
루비콘,1,,"669,260USD ",,"6,361USD "
라피어반,2,,"529,566USD ",,"5,560USD "
원더풀타이쿤,3,,"905,434USD ",,"3,000,000JPY "
티케이데이,4,,"1,236,820USD ","31,995,000원", 
슈퍼엑톤,5,,"1,503,825USD ","158,570,000원", 
전정사금,6,,"254,672USD ",,"5,170USD "
광마힐,7,,"396,254USD ",0원, 
나는스타,8,,"3,307,278USD ",,0
정문지존,9,,"274,382USD ",,"38,831USD "
밀키셰리,10,,"3,545,062USD ",,"3,850,000JPY "
멋진금성,11,,"1,810,805USD ","266,742,000원", 
정상으뜸,12,,"695,299USD ","37,299,000원", 
마이티칩,1,,"1,065,147USD ",, 
올댓코리아,2,,"454,630USD ",,"23,200USD "
트리플킹덤,3,,"532,122USD ",,"49,450USD "
발베니,4,,"3,924,648USD ",,"139,300USD "
문학문,5,,"794,855USD ",,"2,270USD "
럭키훈,6,,"1,455,560USD ",,"83,030USD "
빅트리플,7,,"1,304,800USD ",, 
더스파이커,8,,"1,065,147USD ",,"5,625USD "
매지컬초이스,9,,"3,645,383USD ",,"83,550USD "
스카이돌풍,10,,"568,086USD ",,"103,642USD "
말리부진저,11,,"33,840USD ",,"99,679USD "
시리우스에이,12,,"33,840USD ",,"2,240USD "
포에버드림,1,,"587,586USD ","112,060,000원", 
용호지마,2,,"1,103,496USD ",,"14,150USD "
마바위,3,,"1,570,380USD ","194,840,000원", 
바로퀸,4,,"1,810,805USD ",, 
퀸오브레이싱,5,,"1,037,810USD ",,"34,444USD "
플라잉아테나,6,,"583,280USD ",,0USD 
바람살,7,,"3,407,245USD ",,"3,767USD "
라온더축제,8,,"1,732,000USD ",, 
비트업,9,,"1,146,340USD ","75,240,000원", 
루나실버,10,,"274,382USD ",,"40,150USD "
원스피어,11,,"443,800USD ",,0
부스터로켓,1,,"1,236,820USD ",,0
시선주마,2,,"804,090USD ","15,808,000원", 
델피니,3,,"1,037,810USD ",,"8,514USD "
대승가온,4,,"51,475USD ","6,000,000원", 
실버스타,5,,"583,280USD ",,"127,760USD "
스위트캠프,6,,"339,984USD ",,"4,412USD "
원평퀸,7,,"1,103,496USD ",,"28,755USD "
빛의대륙,8,,"669,260USD ",,"88,898USD "
월드메니피,9,,"1,732,000USD ","85,690,000원", 
젤로스,10,,"480,001USD ",,"124,453USD "
스위트카카오,11,,"1,810,805USD ",,"17,802USD "
환상터치,12,,"612,935USD ",,0
쿠레레쿠스,1,,"1,570,380USD ",,0AUD 
금세다,2,,"416,475,000JPY ","69,900,000원", 
헬로금성,3,,"1,732,000USD ",,400USD 
구름타고,4,,"1,083,533USD ","197,757,000원", 
블로마인드,5,,"905,434USD ",,0
브라운참,6,,"1,103,496USD ","648,176,000원", 
엠제이스톰,7,,"1,732,000USD ","396,150,000원", 
원더풀니키야,8,,"617,310USD ",,"27,200,000JPY "
슈퍼파크,9,,"1,503,825USD ",,"131,871USD "
홀리데이참,1,,"1,083,533USD ",,"24,581USD "
알찬누리,2,,"172,705,000JPY ",,"300,000JPY "
위너이즈웰,3,,"410,376,000JPY ",,"7,900,000JPY "
리얼팩,4,,"804,090USD ",,"36,360USD "
럭키어필,5,,"2,421,351USD ",,"132,774USD "
서울크라운,6,,"568,086USD ",,0
원더풀조이,7,,"2,075,791USD ",,"145,551USD "
엠제이베스트,8,,"1,037,810USD ","238,350,000원", 
논스톱캣,9,,"1,236,820USD ","139,414,000원", 
매드블레이드,10,,"1,037,810USD ","84,100,000원", 
마패봉,11,,"1,503,825USD ",, 
삼상,12,,"1,103,496USD ",,"17,358USD "
광양으뜸,1,,"1,083,533USD ","43,870,000원", 
장산가드,2,,"51,475USD ",,"160,835USD "
룰즈클래스,3,,"3,084,278USD ",,"79,305USD "
퍼펙트파워,4,,"51,475USD ",,"198,635USD "
런던퀸,5,,"617,310USD ","158,084,000원", 
산뜻한스침,6,,"172,705,000JPY ",,"17,358USD "
원더풀오렌지,7,,"493,755USD ","353,733,000원", 
이스트포인트,8,,0AUD ,, 
거센파워,9,,"1,103,496USD ",,"35,233USD "
피엔에스수,10,,"1,455,560USD ",,"33,335USD "
트리플런,11,,"583,280USD ",,"49,000USD "
이무기,1,,"254,672USD ",0원, 
마이윈,2,"736,845,000원", ,,"165,311USD "
베스트천상,3,,"1,103,496USD ","116,400,000원", 
폭스파워,4,,"1,810,805USD ","99,278,000원", 
매직그레이스,5,"824,725,000원", ,"390,020,000원", 
러브아치,6,,"832,744USD ",,0
이스트질주,7,,"1,810,805USD ","332,982,000원", 
스텔라로드,8,,"1,810,805USD ","149,600,000원", 
디에코,9,,"3,084,278USD ","72,166,000원", 
고고스타,10,,"1,037,810USD ",,"34,444USD "
럭키스마일,11,,"1,732,000USD ","122,692,000원", 
다시두손,12,,"583,280USD ","81,895,000원", 
열린문,1,,"1,083,533USD ",,"32,585USD "
최강퀸,2,,"1,037,810USD ","224,317,000원", 
킹에이스,3,,"416,475,000JPY ","29,446,000원", 
천비성,4,,"3,084,278USD ","108,486,000원", 
봄날의기억,5,,"51,475USD ",,"39,370USD "
유정챔프,6,,"339,984USD ","9,200,000원", 
대지의여걸,7,,"416,475,000JPY ","97,562,000원", 
터프맨,8,,"1,103,496USD ",,"9,490USD "
콘도르여왕,9,,"254,672USD ",,0
글로벌골드,10,,"114,300USD ",,0
그레이트선더,11,,"1,083,533USD ","1,500,000원", 
안양호랑이,12,,"2,232,830USD ",,"83,968USD "
두손장군,1,,"725,296USD ",,"32,214USD "
청담탱크,2,,"1,503,825USD ",,"175,695USD "
큐피드베이브,3,,"674,405USD ",,0
남산의별,4,,"941,936USD ",,"126,794USD "
문학파로아,5,,"8,650,300USD ",,0
문학엠파이어,6,,"1,985,800USD ",, 
엘리트라인,7,,"662,000USD ",,"63,922USD "
천군,8,,"3,044,000USD ",,280USD 
글라디아토레에이,9,,"1,046,381USD ",,"81,473USD "
티즈에너지,10,,"529,566USD ",, 
스프링꿈,11,,"2,170,340USD ",, 
플라잉팰리스,12,,"1,586,550USD ",,"8,525USD "
